IC0250,,Cetus,11.31,,1.166619047,40.9,-13.31355556,Galaxy,
IC0251,,Cetus,10.79,,1.119464158,41.23333333,-14.95783333,Galaxy,
IC0252,,Cetus,11.07,,1.185116028,41.75,-14.84825,Galaxy,
IC0253,,Cetus,10.47,,1.20420098,42.1,-15.04683333,Galaxy,
IC0254,,Cetus,11.73,,0.360693776,42.08333333,-15.10663889,Galaxy,
IC0255,,Aries,12.32,,0.712811335,47.05,16.28802778,Galaxy,
IC0256,,Perseus,11.12,,0.543783045,49.66666667,46.95466667,Galaxy,
IC0257,,Perseus,12.68,,2.26737734,49.75,46.97619444,Galaxy,
IC0258,,Perseus,10.59,,1.924396009,49.76666667,41.05166667,Galaxy,
IC0259,,Perseus,10.84,,0.870057469,49.68333333,41.05511111,Galaxy,
IC0260,,Perseus,9.5,,1.703936619,51.01666667,46.95477778,Galaxy,
IC0261, NGC1120,Eridanus,0,,0,49.06666667,-14.47069444,DELETE,
IC0262,,Perseus,9.92,,2.727196363,51.71666667,42.82827778,Galaxy,
IC0263,,Cetus,11.14,,0.784920378,49.66666667,-0.069861111,Galaxy,
IC0264,,Cetus,12,,0.622012862,48.8,-0.109194444,Galaxy,
IC0265,,Perseus,10.51,,0.949210198,54.73333333,41.65533333,Galaxy,
IC0266,,Perseus,10.08,,0.802309167,55.08333333,42.26233333,Galaxy,
IC0267,,Aries,9.73,,1.983859874,53.83333333,12.84922222,Galaxy,
IC0268,,Eridanus,11.59,,1.115078473,55.45,-14.103,Galaxy,
IC0269,,Eridanus,10.71,,1.24040316,55.43333333,-14.06680556,Galaxy,
IC0270,,Eridanus,9.21,,2.298891037,55.73333333,-14.20788889,Galaxy,
IC0271,,Eridanus,14.7,,1.222988144,55.98333333,-12.00786111,Galaxy,
IC0272,,Eridanus,10.73,,1.170683561,56.1,-14.18663889,Galaxy,
IC0273,,Cetus,10.19,,1.559390907,57.18333333,2.775055556,Galaxy,
IC0274,,Perseus,0,,0,0.083333333,44.21316667,Other,Nominal position; nothing obvious here.
IC0275,,Perseus,0,,1,0.95,44.34833333,3x Galaxies,
IC0275 NED01,,Perseus,0,,0.39408121,0.933333333,44.34630556,Galaxy,
IC0275 NED02,,Perseus,9.88,,1.828770078,0.933333333,44.35036111,Galaxy,
IC0275 NED03,,Perseus,16.56,,0.424264069,0.983333333,44.35016667,Galaxy,
IC0276,,Eridanus,10.17,,1.777920133,58.68333333,-15.70311111,Galaxy,
IC0277,,Cetus,10.11,,1.338693393,59.85,2.771361111,Galaxy,
IC0278,,Perseus,9.59,,3.06884343,1.5,37.766,Galaxy,
IC0279,,Aries,11.2,,0.702922471,1.2,16.20922222,Galaxy,
IC0280,,Perseus,0,,0,3.066666667,42.35930556,Other,Four Galactic stars.
IC0281, NGC1177,Perseus,0,,0,4.616666667,42.36283333,DELETE,
IC0282, NGC1198,Perseus,0,,0,6.216666667,41.84894444,DELETE,
IC0283,,Cetus,11.66,,0.892020179,3.833333333,-0.204444444,Galaxy,
IC0284,,Perseus,9.28,,4.798603964,6.166666667,42.37191667,Galaxy,
IC0285,,Eridanus,10.9,,1.494021419,4.1,-12.01544444,Galaxy,
IC0286,,Eridanus,0,,0,4.783333333,-6.484527778,Other,Nothing here; nominal position.
IC0287,,Eridanus,10.76,,1.0020978,4.966666667,-12.07044444,Galaxy,
IC0288,,Perseus,9.45,,1.048093507,7.55,42.38755556,Galaxy,
IC0289,,Cassiopeia,12.3,,0.58,10.31666667,61.31677778,Planetary Neb.,
IC0290,,Perseus,11.06,,1.280624847,9.716666667,40.97422222,Galaxy,
IC0291,,Eridanus,10.65,,1.298653148,7.433333333,-12.58744444,Galaxy,
IC0292,,Perseus,10.25,,1.355949852,10.21666667,40.76566667,Galaxy,
IC0293,,Perseus,10.39,,1.296186715,10.93333333,41.13711111,Galaxy,
IC0294,,Perseus,9.72,,1.894465624,11.05,40.62211111,Galaxy,
