label1,label2,constellation,magnitude,season,size,RA,DEC,type,notes,,,
NGC2183,LBN996,MONOCEROS,99.9,winter,2,92.7,-5.783333333,Bright Nebula,eF;S;lE;*11-12 sp ,,,
NGC2185,LBN997,MONOCEROS,99.9,winter,2,92.75,-5.766666667,Bright Nebula,*11 and 4 , H ,,
NGC2215,OCL550,MONOCEROS,8.4,winter,11,95.2,-6.716666667,Open Cluster40,Cl;cL;pRi;pC;st11.15, H ,,
Cr91,,MONOCEROS,6.4,winter,17,95.375,2.333333333,Open Cluster20,,,,
Berk73,,MONOCEROS,99.9,winter,3,95.525,-5.683333333,Open Cluster15,,,,
Cr92,,MONOCEROS,8.5,winter,11,95.725,5.116666667,Open Cluster,,,,
NGC2219,,MONOCEROS,99.9,winter,8,95.925,-3.316666667,Open Cluster,Cl;P;vlC;*6;11...12 ,,,
NGC2225,,MONOCEROS,14,winter,1.5,96.65,-8.366666667,Open Cluster,Cl;P;lCM;*12...15 ,,,
NGC2226,,MONOCEROS,14,winter,1.5,96.65,-8.35,Open Cluster,S;v diffic;*10 close S ,,,
NGC2232,OCL545,MONOCEROS,3.9,winter,30,97,-3.15,Open Cluster20,B* (10 MON) + Cl, H ,,
NGC2236,OCL501,MONOCEROS,8.5,winter,7,97.425,6.833333333,Open Cluster50,Cl;pRi;pC;*10;12...15,,,
Cr96,,MONOCEROS,7.3,winter,8,97.575,2.866666667,Open Cluster15,,,,
NGC2238,LBN948,MONOCEROS,6,winter,80,97.675,5.016666667,Bright Nebula,F* in neby;part of eL nebs ring ar 2239 , C ,,
Cr95,,MONOCEROS,99.9,winter,19,97.7,9.933333333,Open Cluster10,,,,
NGC2237,OCL511,MONOCEROS,5.5,winter,80,97.725,5.05,Cluster+Nebula,pB;vvL;dif;part of eL nebs ring ar 2239 , C ,,
vdB80,LBN1015,MONOCEROS,99.9,winter,5.8,97.725,-8.35,Bright Nebula6,,,,
Cr97,,MONOCEROS,5.4,winter,21,97.75,5.833333333,Open Cluster15,,,,
Czernik26,,MONOCEROS,99.9,winter,5,97.875,-3.816666667,Open Cluster35,,,,
NGC2239,NGC2244,MONOCEROS,4.8,winter,24,97.975,4.95,Open Cluster40,*8 in L;P;B Cl , C ,,
NGC2244,NGC2239,MONOCEROS,4.8,winter,24,97.975,4.95,Cluster+Nebula100,Cl;beautiful;st sc (12 MON) ,BCH ,,
B37,LDN1605,MONOCEROS,79.9,winter,180,98,10.46666667,Dark Nebula,4 '' entire field covered in dark lanes ,,,
NGC2246,LBN948,MONOCEROS,99.9,winter,80,98.15,5.133333333,Bright Nebula,eeF;L;irr R;e difficult ,,,
NGC2245,LBN904,MONOCEROS,99.9,winter,2,98.175,10.15,Bright Nebula,pL;com;mbN sf alm *;*7-8 nf ,,,
NGC2247,LBN901,MONOCEROS,99.9,winter,2,98.275,10.31666667,Bright Nebula,neb* in eF;eL neby;nf 2245,,,
B38,,MONOCEROS,79.9,winter,60,98.425,11.06666667,Dark Nebula,,,,
NGC2250,OCL547,MONOCEROS,8.9,winter,8,98.45,-4.916666667,Open Cluster10,Cl;pRi;lC;iF;*8;12...14 ,,,
Basel8,,MONOCEROS,99.9,winter,30,98.55,8.083333333,Open Cluster50,,,,
NGC2251,OCL499,MONOCEROS,7.3,winter,10,98.65,8.366666667,Open Cluster30,Cl;vL;E;Ri;lC , H ,,
NGC2252,OCL514,MONOCEROS,7.7,winter,20,98.675,5.366666667,Open Cluster30,Cl;vL;pRi;lC;st S ,,,
NGC2254,OCL500,MONOCEROS,9.1,winter,4,98.95,7.666666667,Open Cluster50,Cl;S;pC;iF;*11...13 ,,,
PK211-3.1,M1-6,MONOCEROS,16.4,winter,0.083333333,98.95,0.083333333,Planetary Nebula,,,,
Basel7,,MONOCEROS,8.5,winter,5,99.075,8.35,Open Cluster15,,,,
Cr104,,MONOCEROS,9.6,winter,22,99.125,4.816666667,Open Cluster15,,,,
Tr5,Cr105,MONOCEROS,10.9,winter,8,99.125,9.483333333,Open Cluster150,,,,
Cr106,,MONOCEROS,4.6,winter,45,99.275,5.95,Open Cluster20,6''-pB; pL; not well detached; 20* mags 10 to 13 ,,,
Cr107,,MONOCEROS,5.1,winter,35,99.425,4.733333333,Open Cluster15,,,,
Berk24,,MONOCEROS,99.9,winter,6,99.45,0.883333333,Open Cluster25,,,,
B39,,MONOCEROS,79.9,winter,5,99.5,10.31666667,Dark Nebula,,,,
Sh2-282,LBN978,MONOCEROS,99.9,winter,40,99.5,1.483333333,Bright Nebula,10''-F; L; E 2X1 in PA 0; nBM; UHC helps,,,
NGC2260,,MONOCEROS,99.9,winter,20,99.525,-0.533333333,Open Cluster50,Cl;vL;P;vlC;st L & S,,,
NGC2259,OCL492,MONOCEROS,10.8,winter,4.5,99.6,10.88333333,Open Cluster25,Cl;cRi;eC;iF;st eS ,,,
Cr110,,MONOCEROS,10.5,winter,12,99.675,2.05,Open Cluster70,10''-pB; pS; C; 12* at 60X,,,
Cr111,,MONOCEROS,7,winter,3.2,99.675,6.9,Open Cluster,,,,
NGC2261,LBN920,MONOCEROS,99.9,winter,2,99.8,8.75,Bright Nebula,B;vmE 330 deg;N com=*11 ,BC ,,
NGC2262,OCL531,MONOCEROS,11.3,winter,3.5,99.9,1.15,Open Cluster35,Cl;vC;iR;bM;st eS ,,,
NGC2264,OCL495,MONOCEROS,3.9,winter,20,100.25,9.9,Cluster+Nebula40,eL neb;3 deg diam;densest 12' sp 15 MON , H ,,
Do23,,MONOCEROS,99.9,winter,12,100.775,0,Open Cluster20,,,,
NGC2269,OCL524,MONOCEROS,10,winter,4,100.825,4.616666667,Open Cluster12,Cl;vmC;not Ri;st vS ,,,
NGC2270,,MONOCEROS,99.9,winter,,101,3.483333333,Open Cluster,Cl;lC;not Ri ,,,
Do24,,MONOCEROS,99.9,winter,18,101.2,1.75,Open Cluster40,,,,
Do25,,MONOCEROS,7.6,winter,24,101.25,0.3,Open Cluster50,,,,
Cr115,,MONOCEROS,9.1,winter,7,101.625,1.783333333,Open Cluster50,,,,
NGC2282,IC2172,MONOCEROS,99.9,winter,3,101.725,1.316666667,Bright Nebula,*10 in F;R neb ,,,
NGC2286,OCL548,MONOCEROS,7.5,winter,15,101.925,-2.85,Open Cluster50,Cl;L;C;ab 100* 9...15, H ,,
PK221-4.1,Abell17,MONOCEROS,14.8,winter,0.9,102.15,-8.466666667,Planetary Nebula,,,,
Bochum2,,MONOCEROS,9.7,winter,1.5,102.225,0.383333333,Open Cluster10,,,,
Ru4,,MONOCEROS,99.9,winter,5,102.25,-9.483333333,Open Cluster40,,,,
Biur12,Berk26,MONOCEROS,99.9,winter,4,102.825,5.733333333,Open Cluster30,,,,
Biur11,,MONOCEROS,99.9,winter,3,102.85,5.766666667,Open Cluster25,,,,
NGC2301,OCL540,MONOCEROS,6,winter,12,102.95,0.466666667,Open Cluster80,Cl;Ri;L;iF;st L & S , H ,,
NGC2299,NGC2302,MONOCEROS,8.9,winter,2.5,102.975,-6.916666667,Open Cluster,Cl of 30 or 40 ,,,
NGC2302,NGC2302,MONOCEROS,8.9,winter,2.5,102.975,-6.916666667,Open Cluster30,Cl;L;P;lC ,,,
Biur10,Berk28,MONOCEROS,10.4,winter,4,103.05,2.933333333,Open Cluster20,,,,
PK204+4.1,K2-2,MONOCEROS,12.5,winter,6.2,103.15,9.966666667,Planetary Nebula,,,,
PK210+1.1,M1-8,MONOCEROS,14.5,winter,0.366666667,103.375,3.2,Planetary Nebula,,,,
NGC2306,,MONOCEROS,99.9,winter,,103.625,-6.8,Open Cluster,Cl;P;vlC ,,,
NGC2309,OCL557,MONOCEROS,10.5,winter,3,104.025,-6.833333333,Open Cluster40,Cl;pL;pRi;mC;st13 ,,,
PK216-0.1,Abell18,MONOCEROS,17.5,winter,1.333333333,104.05,-1.116666667,Planetary Nebula,,,,
Biur7,,MONOCEROS,99.9,winter,5,104.4,8.283333333,Open Cluster30,,,,
Biur9,,MONOCEROS,99.9,winter,4,104.45,3.233333333,Open Cluster30,,,,
NGC2311,OCL553,MONOCEROS,9.6,winter,7,104.45,-3.383333333,Open Cluster50,Cl;lC;not Ri , H ,,
NGC2313,LDN1653,MONOCEROS,99.9,winter,,104.5,-6.05,Bright Nebula,F;vS;R,,,
Biur8,Berk32,MONOCEROS,99.9,winter,6,104.525,6.433333333,Open Cluster70,,,,
NGC2312,,MONOCEROS,99.9,winter,,104.7,10.3,Asterism,Cl;P ,,,
NGC2316,NGC2317,MONOCEROS,99.9,winter,4,104.925,-6.216666667,Bright Nebula,pF;S;R;r;S st inv ,,,
NGC2317,NGC2316,MONOCEROS,99.9,winter,4,104.925,-6.233333333,Bright Nebula,close Dneb w 2316 ,,,
Biur13,,MONOCEROS,99.9,winter,5,105.075,0.233333333,Open Cluster20,,,,
NGC2319,,MONOCEROS,99.9,winter,,105.125,3.05,Asterism,Cl of v sc st 8;9...,,,
NGC2323,M50,MONOCEROS,5.9,winter,16,105.625,-7.616666667,Open Cluster80,Cl;vL;Ri;pC, M,,
Czernik27,,MONOCEROS,99.9,winter,5,105.825,6.416666667,Open Cluster15,,,,
PK223-2.1,K1-8,MONOCEROS,13.1,winter,1.316666667,105.85,-9.433333333,Bright Nebula,,,,
Bochum3,,MONOCEROS,9.9,winter,4,105.875,-5,Open Cluster25,,,,
Haffner3,,MONOCEROS,99.9,winter,2.7,106.025,-5.883333333,Open Cluster20,,,,
NGC2324,OCL542,MONOCEROS,8.4,winter,8,106.025,1.05,Open Cluster70,Cl;L;Ri;cC;st 12...16, H ,,
Gum1,Sh2-292,MONOCEROS,99.9,winter,19,106.125,-9.533333333,Bright Nebula,,,,
PK212+4.1,M1-9,MONOCEROS,13.5,winter,0.2,106.325,2.783333333,Planetary Nebula,,,,
Berk76,,MONOCEROS,99.9,winter,6,106.675,-10.26666667,Open Cluster40,,,,
NGC2335,OCL562,MONOCEROS,7.2,winter,12,106.7,-9.966666667,Open Cluster35,Cl;L;lC , H ,,
Cr465,,MONOCEROS,10.1,winter,9,106.75,-9.466666667,Open Cluster,,,,
Cr466,,MONOCEROS,11.1,winter,4,106.75,-9.283333333,Open Cluster25,,,,
NGC2338,,MONOCEROS,99.9,winter,,106.95,-4.283333333,Asterism,Cl;vlC,,,
NGC2343,OCL565,MONOCEROS,6.7,winter,7,107.025,-9.383333333,Open Cluster20,Cl;cL;P;lC, H ,,
NGC2346,PK215+3.1,MONOCEROS,12.5,winter,1,107.35,0.8,Planetary Nebula,*10 att w S;vF;neb ,,,
NGC2349,,MONOCEROS,99.9,winter,,107.7,-7.4,Open Cluster,Cl;cL;P;cC,,,
NGC2353,OCL567,MONOCEROS,7.1,winter,20,108.625,-9.733333333,Open Cluster30,Cl;L;lC;one vB*, H ,,
Sh2-294,LBN1032,MONOCEROS,99.9,winter,8,109.15,-8.566666667,Bright Nebula,,,,
Berk37,,MONOCEROS,99.9,winter,7,110.075,-1,Open Cluster25,,,,
NGC2364,,MONOCEROS,99.9,winter,,110.2,-6.45,Open Cluster,Cl;pC;st pL;bifid ,,,
NGC2368,OCL571,MONOCEROS,11.8,winter,5,110.275,-9.633333333,Open Cluster15,Cl;S;pRi;st15 ,,,
Berk77,,MONOCEROS,99.9,winter,6,110.375,-2.766666667,Open Cluster30,,,,
NGC2377,UGCA132,MONOCEROS,12.7,winter,1.7,111.225,-8.333333333,Galaxy,eF;vS* inv;*11 s,,,
PK221+5.1,M3-3,MONOCEROS,14.8,winter,0.25,111.65,-4.633333333,Planetary Nebula,,,,
NGC2399,,MONOCEROS,99.9,winter,,112.45,0.216666667,3 Star,0.0666667t of 2 F neb (vS clusters?) ,,,
NGC2400,,MONOCEROS,99.9,winter,,112.475,0.216666667,3 Star,2nd of 2 F neb (vS clusters) ,,,
Czernik30,,MONOCEROS,99.9,winter,3,112.8,-8.05,Open Cluster20,,,,
PK226+5.1,M1-16,MONOCEROS,13.9,winter,0.05,114.325,-8.35,Planetary Nebula,,,,
Mel72,Cr467,MONOCEROS,10.1,winter,9,114.625,-9.3,Open Cluster40,pS;F;Ri;40* mags 12... ,,,
UGC3964,PGC21535,MONOCEROS,13.1,winter,1.7,115.075,-0.416666667,Galaxy,,,,
Berk39,,MONOCEROS,99.9,winter,12,116.675,-3.316666667,Open Cluster120,,,,
NGC2494,IC487,MONOCEROS,13.1,winter,0.9,119.775,0.633333333,Galaxy,F;S;lE,,,
NGC2506,OCL593,MONOCEROS,7.6,winter,7,120,-9.233333333,Open Cluster150,Cl;pL;vRi;C;*11...20, CH ,,
PK224+15.1,Abell25,MONOCEROS,15.4,winter,2.8,121.675,-1.133333333,Planetary Nebula,,,,
Do22,,MONOCEROS,99.9,winter,8,127.925,4.65,Open Cluster10,,,,
PK294-4.1,He2-68,MUSCA,14.9,spring,0.166666667,172.925,-64.01666667,Planetary Nebula,,,,
PK296-6.1,He2-71,MUSCA,14.8,spring,0.083333333,174.8,-67.13333333,Planetary Nebula,,,,
NGC4071,PK298-4.1,MUSCA,12.9,spring,1.25,181.075,-66.68333333,Planetary Nebula,vF;vS;R;bM*;am st ,,,
Sa149,DarkDoodad,MUSCA,79.9,spring,180,186.25,-72,Dark Nebula,easy in 8X42 binocs; curved dark lane within Musca,,,
NGC4372,GCL19,MUSCA,7.2,spring,18.6,186.45,-71.33333333,Globular Clu.,pF;L;R;* 12...16, C ,,
NGC4463,OCL885,MUSCA,7.2,spring,5,187.475,-63.21666667,Open Cluster30,Cl;P;vlC ,,,
Harvard6,Cr261,MUSCA,10.7,spring,5,189.475,-67.61666667,Open Cluster100,,,,
NGC4815,OCL893,MUSCA,8.6,spring,3,194.5,-63.03333333,Open Cluster100,Cl;pL;pRi;iF;*10..18,,,
NGC4833,LacI-4,MUSCA,8.4,spring,13.5,194.9,-69.13333333,Globular Clu.,B;L;R;g;vsbM;st 12 , C ,,
Harvard8,Cr268,MUSCA,9.5,spring,4,199.55,-66.91666667,Open Cluster30,,,,
Ru107,,MUSCA,9.7,spring,5,199.95,-63.05,Open Cluster20,,,,
Cr269,,MUSCA,9.2,spring,15,200.65,-65.88333333,Open Cluster,,,,
NGC5189,PK307-3.1,MUSCA,10.3,spring,2.333333333,203.375,-64.03333333,Planetary Nebula,B;pL;cE;bM;curved axis ,,,
PK307-4.1,He2-95,MUSCA,12.9,spring,0.066666667,204.875,-66.61666667,Planetary Nebula,,,,
PK307-9.1,He2-97,MUSCA,12.6,spring,0.083333333,206.35,-70.51666667,Planetary Nebula,,,,
Cr277,,MUSCA,9.2,spring,16,207.1,-65.93333333,Open Cluster30,,,,
PK309-4.1,He2-99,MUSCA,16.1,spring,0.283333333,208.1,-65.61666667,Planetary Nebula,,,,
PK323+2.1,He2-123,NORMA,15.1,summer,0.083333333,230.575,-53.85,Planetary Nebula,,,,
NGC5925,OCL938,NORMA,8.4,summer,20,231.85,-53.46666667,Open Cluster120,Cl;vL;vRi;lC;*11..14,,,
Lynga4,,NORMA,11.4,summer,3,233.325,-54.78333333,Open Cluster30,,,,
Harvard9,,NORMA,99.9,summer,3,233.55,-51.26666667,Open Cluster,,,,
PK322-2.1,Menzel1,NORMA,12.5,summer,0.833333333,233.55,-58.85,Planetary Nebula,,,,
NGC5946,IC4550,NORMA,8.4,summer,7.1,233.875,-49.33333333,Globular Clu.,cB;pL;R;vglbM;rrr;st 16 ,,,
PK323-2.1,He2-132,NORMA,14.6,summer,0.3,234.5,-57.25,Planetary Nebula,,,,
PK324-1.1,He2-133,NORMA,16.4,summer,0.066666667,235.475,-55.38333333,Planetary Nebula,,,,
Lynga5,,NORMA,99.9,summer,5,235.5,-55.35,Open Cluster20,,,,
Cr292,,NORMA,7.9,summer,16,237.675,-56.33333333,Open Cluster50,,,,
PK330+4.1,Cannon1-1,NORMA,12.9,summer,0.016666667,237.825,-47.25,Planetary Nebula,,,,
PK329+2.1,Shapley1,NORMA,13.6,summer,1.266666667,237.925,-50.48333333,Planetary Nebula,,,,
NGC5999,OCL946,NORMA,9,summer,3,238.025,-55.53333333,Open Cluster40,Cl;L;pRi;st12...14 ,,,
NGC6005,OCL945,NORMA,10.7,summer,3,238.95,-56.56666667,Open Cluster35,Cl;pS;pRi;mC;st16 ,,,
Ru113,Cr36,NORMA,99.9,summer,45,239.3,-58.53333333,Open Cluster20,,,,
PK327-1.2,He2-140,NORMA,17.1,summer,0.083333333,239.525,-54.3,Planetary Nebula,,,,
PK325-4.1,He2-141,NORMA,12.4,summer,0.266666667,239.775,-57.6,Planetary Nebula,,,,
PK327-2.1,He2-142,NORMA,15.9,summer,0.083333333,240,-54.06666667,Planetary Nebula,,,,
Tr23,Cr295,NORMA,11.2,summer,5,240.2,-52.48333333,Open Cluster40,,,,
PK327-1.1,He2-143,NORMA,15.4,summer,0.116666667,240.275,-54.9,Planetary Nebula,,,,
Moffat1,,NORMA,99.9,summer,8,240.6,-53.86666667,Open Cluster20,,,,
Lynga6,,NORMA,9.5,summer,5,241.2,-50.05,Open Cluster60,,,,
Ru114,,NORMA,99.9,summer,8,241.65,-54.13333333,Open Cluster50,,,,
NGC6031,OCL951,NORMA,8.5,summer,2,241.9,-53.98333333,Open Cluster20,Cl;S;mC;st11...14 ,,,
PK331+0.1,He2-145,NORMA,14.9,summer,0.183333333,242.25,-50.96666667,Planetary Nebula,,,,
PK328-2.1,He2-146,NORMA,16.7,summer,0.4,242.675,-53.05,Planetary Nebula,,,,
Lynga7,,NORMA,99.9,summer,2.2,242.75,-54.7,Open Cluster,,,,
Ru115,,NORMA,99.9,summer,5,243.225,-51.61666667,Open Cluster,,,,
NGC6067,OCL953,NORMA,5.6,summer,13,243.3,-53.78333333,Open Cluster100,Cl;vB;vL;vRi;lC;*10... , C ,,
Pismis22,,NORMA,99.9,summer,4,243.525,-50.11666667,Open Cluster30,,,,
SL8,,NORMA,79.9,summer,25,243.55,-43.93333333,Dark Nebula,,,,
PK329-2.1,He2-149,NORMA,15.1,summer,0.05,243.6,-53.2,Planetary Nebula,,,,
PK329-2.2,Menzel2;VV78,NORMA,11.9,summer,0.416666667,243.625,-53.05,Planetary Nebula,,,,
Ru176,,NORMA,99.9,summer,,243.725,-50.66666667,Open Cluster,,,,
PK333+1.1,He2-152,NORMA,13.7,summer,0.216666667,243.825,-48.76666667,Planetary Nebula,,,,
PK326-6.1,He2-151,NORMA,12.2,summer,0.05,243.925,-58.1,Planetary Nebula,,,,
RCW103,,NORMA,99.9,summer,5,244.275,-50.88333333,Supernova Rem.,,,,
PK330-2.1,He2-153,NORMA,14.1,summer,0.233333333,244.3,-52.46666667,Planetary Nebula,,,,
PK331-1.1,Menzel3,NORMA,13.8,summer,0.416666667,244.3,-50.01666667,Planetary Nebula,,,,
RCW102,,NORMA,99.9,summer,12,244.45,-50.08333333,Bright Nebula,,,,
NGC6087,OCL948,NORMA,5.4,summer,12,244.7,-56.06666667,Open Cluster40,Cl;B;L;lC;st7...10 ,,,
Cr299,Harvard10,NORMA,6.9,summer,25,244.975,-53.03333333,Open Cluster30,,,,
Lynga9,,NORMA,99.9,summer,5,245.175,-47.48333333,Open Cluster,,,,
RCW106,,NORMA,99.9,summer,35,245.2,-49.08333333,Bright Nebula,,,,
PK331-2.1,He2-157,NORMA,16.1,summer,0.05,245.55,-52.31666667,Planetary Nebula,,,,
Lynga8,,NORMA,99.9,summer,1,245.725,-49.81666667,Open Cluster,,,,
Ru116,,NORMA,99.9,summer,5,245.85,-52,Open Cluster,,,,
PK327-6.1,He2-158,NORMA,14.5,summer,0.033333333,245.875,-57.68333333,Planetary Nebula,,,,
Ru117,,NORMA,99.9,summer,1.7,245.875,-50.13333333,Open Cluster,,,,
PK336+1.1,Perek1-6,NORMA,16.1,summer,0.233333333,245.975,-45.3,Planetary Nebula,,,,
Pismis23,,NORMA,99.9,summer,1,246,-46.68333333,Open Cluster,,,,
RCW104,,NORMA,99.9,summer,20,246,-50.48333333,Bright Nebula,,,,
PK330-3.1,He2-159,NORMA,13.9,summer,0.266666667,246.075,-53.4,Planetary Nebula,,,,
NGC6115,Ru118,NORMA,11,summer,3,246.1,-50.05,Open Cluster20,Cl;eL;eRi ,,,
PK331-2.2,He2-161,NORMA,14.8,summer,0.166666667,246.15,-52.61666667,Planetary Nebula,,,,
NGC6134,OCL968,NORMA,7.2,summer,7,246.95,-48.85,Open Cluster,Cl;cL;pRi;lCM;st13..,,,
PK331-3.1,He2-162,NORMA,16.5,summer,0.083333333,246.975,-53.96666667,Planetary Nebula,,,,
Ru119,,NORMA,8.8,summer,8,247.075,-50.48333333,Open Cluster13,,,,
Hogg19,,NORMA,99.9,summer,4,247.225,-48.88333333,Open Cluster,,,,
PK327-7.1,He2-163,NORMA,13.9,summer,0.366666667,247.4,-58.85,Planetary Nebula,,,,
PK332-3.1,He2-164,NORMA,13.7,summer,0.266666667,247.475,-52.61666667,Planetary Nebula,,,,
PK331-3.2,He2-165,NORMA,13.7,summer,0.9,247.5,-53.83333333,Planetary Nebula,,,,
PK337+1.1,He2-166,NORMA,17.6,summer,0.083333333,247.625,-45.95,Planetary Nebula,,,,
NGC6152,OCL961,NORMA,8.1,summer,25,248.2,-51.35,Open Cluster70,Cl;L;lC;st L ,,,
NGC6164,PK336-0.1,NORMA,99.9,summer,1,248.425,-47.91666667,Bright Nebula,eF;D*F nr ,,,
NGC6165,PK336-0.1,NORMA,99.9,summer,1,248.525,-47.85,Bright Nebula,F;cS;lE;vglbM;D*p ,,,
NGC6169,OCL984,NORMA,6.6,summer,12,248.525,-43.95,Open Cluster40,Cl;Mu Normae inv,,,
PK335-1.1,He2-169,NORMA,17.4,summer,0.416666667,248.575,-48.65,Planetary Nebula,,,,
NGC6167,Harvard11,NORMA,6.7,summer,8,248.65,-48.23333333,Open Cluster,Cl;L;lC;iF,,,
PK332-4.1,He2-170,NORMA,13.5,summer,0.083333333,248.85,-52.16666667,Planetary Nebula,,,,
PK331-5.1,He2-172,NORMA,11.9,summer,0.083333333,249.5,-54.3,Planetary Nebula,,,,
NGC2573,ESO1-1,OCTANS,13.5,autumn,1.9,25.475,-88.66666667,Galaxy,F;S;R;glbM,,,
NGC6438,ESO10-1,OCTANS,11.1,autumn,1.6,275.575,-84.6,Galaxy,pB;R;vgbM ,,,
NGC6438A,ESO10-2,OCTANS,12.1,autumn,2.8,275.65,-84.6,Galaxy,,,,
Mel227,Cr411,OCTANS,5.3,autumn,50,303.825,-78.71666667,Open Cluster40,,,,
NGC6920,ESO26-4,OCTANS,12.5,autumn,1.8,311,-80,Galaxy,pB;cS;R;psmbM ,,,
NGC7098,ESO48-5,OCTANS,11.3,autumn,4,326.075,-74.88333333,Galaxy,pF;R;g;psmbM;am st ,,,
NGC7095,ESO027-G001,OCTANS,11.5,autumn,4,328.1,-80.46666667,Galaxy,F;pL;R;vglbM;*13 inv,,,
NGC2573B,ESO1-8,OCTANS,14.8,autumn,1.5,346.8,-88.88333333,Galaxy,,,,
NGC2573A,ESO1-9,OCTANS,14,autumn,2.2,348.05,-88.86666667,Galaxy,,,,
NGC7637,ESO12-1,OCTANS,12.5,autumn,2.1,351.625,-80.08333333,Galaxy,vF;pL;R;vlbM;* nr ,,,
NGC6059,,OPHIUCHUS,99.9,summer,,241.8,-5.583333333,Non-existant,vF;S;R,,,
NGC6172,UGC10352,OPHIUCHUS,12.8,summer,1,245.55,-0.483333333,Galaxy,vF;eS;R;bM,,,
B42,LDN1696,OPHIUCHUS,79.9,summer,20,246.375,-22.56666667,Dark Nebula,,,,
B43,LDN1752,OPHIUCHUS,79.9,summer,120,247.575,-18.21666667,Dark Nebula,,,,
NGC6171,M107,OPHIUCHUS,7.8,summer,3.3,248.125,-12.95,Globular Clu.,L;vRi;vmC;R;rrr, HM,,
Do27,,OPHIUCHUS,99.9,summer,24,249.125,-7.05,Open Cluster15,13''-pF; L; 19* at 100X; no neby seen ,,,
B44,LDN1712,OPHIUCHUS,79.9,summer,280,250.125,-23.93333333,Dark Nebula,4''-very elongated dark lane; 4 fields in RFT,,,
PK0+17.1,He2-180,OPHIUCHUS,14.4,summer,0.2,250.95,-17.05,Planetary Nebula,,,,
B45,LDN1744,OPHIUCHUS,79.9,summer,120,251.625,-20.4,Dark Nebula,4''-not very prominent; averted vision only ,,,
NGC6218,M12,OPHIUCHUS,6.1,summer,14.5,251.8,-0.05,Globular Clu.,vB;vL;iR;gmbM , M,,
NGC6220,UGC10541,OPHIUCHUS,13.7,summer,1.7,251.8,0.283333333,Galaxy,eeF;pS;iR;3F*s ,,,
PK359+15.1,Abell40,OPHIUCHUS,16.8,summer,0.483333333,252.15,-20.98333333,Planetary Nebula,,,,
NGC6234,MCG1-43-7,OPHIUCHUS,15.5,summer,0.3,253,4.383333333,Galaxy,F;S;R,,,
NGC6240,IC4625,OPHIUCHUS,12.9,summer,2.1,253.25,2.4,Galaxy,vF;pL;lE;dif ,,,
NGC6235,GCL48,OPHIUCHUS,8.9,summer,1.9,253.35,-21.81666667,Globular Clu.,pB;cL;iR;rrr;*14..16, H ,,
NGC6254,M10,OPHIUCHUS,6.6,summer,12.2,254.275,-3.9,Globular Clu.,B;vL;R;gvmBM;rrr, M,,
B46,LDN1775,OPHIUCHUS,79.9,summer,12,254.3,-21.26666667,Dark Nebula,6'' prominent dark oval 15' X 10' ,,,
B47,LDN1792,OPHIUCHUS,79.9,summer,15,254.925,-21.35,Dark Nebula,,,,
Pal15,,OPHIUCHUS,14,summer,3,254.975,0.533333333,Globular Clu.,13''-eF; pS; R; low surface brightness; averted vizhlp ,,,
NGC6266,M62,OPHIUCHUS,6.4,summer,14.1,255.3,-29.88333333,Globular Clu.,vB;L;gmbM;rrr , M,,
NGC6280,MCG1-43-8,OPHIUCHUS,15.5,summer,0.5,255.5,6.666666667,Galaxy,pB;S;lE ,,,
NGC6273,M19,OPHIUCHUS,6.8,summer,5.3,255.65,-25.73333333,Globular Clu.,vB;L;R;vCM;rrr , M,,
NGC6284,GCL53,OPHIUCHUS,9,summer,2.7,256.125,-23.23333333,Globular Clu.,B;L;R;CM;st16..., H ,,
B51,LDN15,OPHIUCHUS,79.9,summer,20,256.2,-21.73333333,Dark Nebula,,,,
NGC6287,GCL54,OPHIUCHUS,9.2,summer,2.7,256.3,-21.3,Globular Clu.,cB;L;R;gpmCM;rrr, H ,,
PK10+18.2,M2-9,OPHIUCHUS,13.2,summer,0.833333333,256.425,-9.85,Planetary Nebula,,,,
B57,LDN11,OPHIUCHUS,79.9,summer,5,257.075,-22.33333333,Dark Nebula,,,,
NGC6296,UGC10719,OPHIUCHUS,13.4,summer,0.9,257.175,3.9,Galaxy,pB ,,,
B244,LDN1736,OPHIUCHUS,79.9,summer,30,257.525,-27.6,Dark Nebula,,,,
NGC6293,GCL55,OPHIUCHUS,8.2,summer,3.5,257.55,-25.41666667,Globular Clu.,vB;L;R;psbM;st16, H ,,
NGC6294,ESO519-**6,OPHIUCHUS,99.9,summer,,257.575,-25.43333333,2 Star,F;S;vgbM ,,,
PK357+7.1,M4-3,OPHIUCHUS,14.1,summer,0.166666667,257.675,-26.85,Planetary Nebula,,,,
B59,LDN1746,OPHIUCHUS,79.9,summer,60,257.85,-26.5,Dark Nebula,4''-very good contrast; dark lanes prominent ,,,
B60,LDN17,OPHIUCHUS,79.9,summer,13,257.95,-21.55,Dark Nebula,,,,
PK358+7.1,M3-36,OPHIUCHUS,15,summer,0.078333333,258.15,-24.26666667,Planetary Nebula,,,,
PK18+20.1,Nassau1,OPHIUCHUS,13.4,summer,0.083333333,258.225,-2.733333333,Planetary Nebula,,,,
NGC6309,PK9+14.1,OPHIUCHUS,11.6,summer,0.333333,258.525,-11.08333333,Planetary Nebula,B;S;bet 2*v nr ,,,
NGC6304,GCL56,OPHIUCHUS,8.4,summer,3.8,258.625,-28.53333333,Globular Clu.,B;cL;R;lbM;rrr , H ,,
