label1,label2,constellation,magnitude,season,size,RA,DEC,type,notes,
NGC6181,UGC 10439,HERCULES,11.9,summer,2.5,16.53833333,19.83333333,Galaxy,pB;pL;vlE;pgmbM,
NGC6185,UGC 10444,HERCULES,13.3,summer,1.2,16.555,35.35,Galaxy,F;S;R;gbM;*11 np,
NGC6186,UGC 10448,HERCULES,12.9,summer,1.5,16.57333333,21.53333333,Galaxy,eF;vS;E ,
NGC6195,UGC 10469,HERCULES,13,summer,1.5,16.60833333,39.03333333,Galaxy,vF;S;R;gbM;bet 2* ,
NGC6194,MCG 6-36- 54,HERCULES,14.5,summer,0.6,16.61,36.2,Galaxy,vF;vS;sbM*12 ,
NGC6196,IC 4615 ,HERCULES,12.9,summer,1.3,16.63166667,36.06666667,Galaxy,vF;vS; stellar ,
NGC6197,IC 4616 ,HERCULES,15.5,summer,0.7,16.63333333,36,Galaxy,eF;E;stellar ,
UGC10491,Arp 125 ,HERCULES,15,summer,1.3,16.63833333,41.93333333,Galaxy,,
NGC6199, ,HERCULES,99.9,summer,,16.65833333,36.06666667,1 Star - ,eF ,
NGC6201,ZwG 138. 53 ,HERCULES,15.5,summer,0.4,16.67,23.76666667,Galaxy,eF;vS,
NGC6203,MCG 4-39- 19,HERCULES,15.5,summer,0.9,16.675,23.76666667,Galaxy,eF;vS,
NGC6205,M 13 ,HERCULES,5.8,summer,23.2,16.695,36.46666667,Globular Clu. - ,!!eB;vRi;vgeCM;*11..., M
3C345,1641+399,HERCULES,16,summer,,16.71666667,39.81666667,Quasar - ,,
NGC6207,UGC 10521,HERCULES,11.6,summer,3,16.71833333,36.83333333,Galaxy,pB;pL;E45;vgmbM,B H 
NGC6212,MCG 7-34-142,HERCULES,14.1,summer,0.6,16.72333333,39.8,Galaxy,eF ,
NGC6210,PK 43+37.1 ,HERCULES,9.7,summer,20s,16.74166667,23.8,Planetary Nebula - ,vB;vS;R;disc ,B 
DoDz6, ,HERCULES,99.9,summer,17,16.75833333,38.35,Open Cluster - 5,,
NGC6219,MCG 2-43- 1,HERCULES,15,summer,0.8,16.77333333,9.033333333,Galaxy,F;S ,
NGC6229,GCL 47 ,HERCULES,9.4,summer,3.8,16.78333333,47.53333333,Globular Clu. - ,vB;L;R;disc;r , H 
NGC6228,UGC 10558,HERCULES,13.9,summer,1.1,16.8,26.21666667,Galaxy,vF;S ,
NGC6224,UGC 10555,HERCULES,13.5,summer,0.9,16.805,6.316666667,Galaxy,eeF;vS;lE;pB* nRN;n-2,
NGC6225,UGC 10556,HERCULES,13.8,summer,0.9,16.80666667,6.216666667,Galaxy,eF;vS;lE;Fst inv;s-2,
Arp103,Zwicky's triplet ,HERCULES,15.2,summer,0.9,16.825,45.46666667,Galaxy,,
NGC6239,UGC 10577,HERCULES,12.4,summer,2.4,16.835,42.73333333,Galaxy,vF;E;bi-N;np sf,
NGC6241,MCG 8-31- 7,HERCULES,15,summer,0.8,16.83666667,45.41666667,Galaxy,eF;pS,
NGC6233,UGC 10573,HERCULES,13.3,summer,1.4,16.83833333,23.58333333,Galaxy,pF;S;R;gbM,
NGC6230,UGC 10575,HERCULES,15.5,summer,0.8,16.84666667,4.6,Galaxy,eeF;pS;R;v diffic ,
NGC6243,UGC 10591,HERCULES,14.1,summer,1,16.87333333,23.33333333,Galaxy,vF;vS;iF;dif ,
NGC6255,UGC 10606,HERCULES,12.7,summer,3.6,16.91333333,36.5,Galaxy,eF;cL;E90 ,
NGC6257,ZwG 225. 12 ,HERCULES,15.5,summer,0.8,16.935,39.65,Galaxy,vF;(vsD*);F D* nf ,
NGC6261,UGC 10617,HERCULES,14,summer,1.2,16.94166667,27.98333333,Galaxy,eF;eS;iF ,
NGC6263,UGC 10618,HERCULES,13.7,summer,0.9,16.945,27.81666667,Galaxy,vF;vS;R ,
NGC6264,MCG 5-40- 9,HERCULES,14.4,summer,0.7,16.955,27.85,Galaxy,eF;vS,
NGC6265,UGC 10624,HERCULES,14.2,summer,0.8,16.95833333,27.85,Galaxy,eF;vS,
NGC6269,UGC 10629,HERCULES,12.2,summer,2,16.96666667,27.85,Galaxy,F;S;R,
NGC6267,UGC 10628,HERCULES,13.1,summer,1.3,16.96833333,22.98333333,Galaxy,vF;pL;R;lbM,
NGC6270, ,HERCULES,15,summer,0.7,16.97833333,27.86666667,Galaxy,eF;S;R,
NGC6271,MCG 5-40- 16,HERCULES,14,summer,0.8,16.98,27.96666667,Galaxy,vF;R ,
NGC6272,ZwG 169. 22 ,HERCULES,14.4,summer,0.5,16.98333333,27.93333333,Galaxy,vF ,
NGC6279,UGC 10645,HERCULES,13.6,summer,1.1,16.98333333,47.23333333,Galaxy,vF;pS;lE;coarse D* np,
NGC6274,UGC 10643,HERCULES,14.5,summer,0.6,16.98833333,29.95,Galaxy,eF;vS,
NGC6283,UGC 10652,HERCULES,13.5,summer,1.1,16.99,49.91666667,Galaxy,vF;cS;iR ,
NGC6276,IC 1239 ,HERCULES,15,summer,0.6,17.01333333,23.05,Galaxy,eF ,
NGC6277, ,HERCULES,15,summer,,17.01333333,23.03333333,1 Star - ,eF ,
NGC6278,UGC 10656,HERCULES,12.4,summer,2.1,17.01333333,23.01666667,Galaxy,vF;stellar,
NGC6282,ZwG 169. 29 ,HERCULES,14.1,summer,0.7,17.01333333,29.81666667,Galaxy,vF;S;R,
NGC6301,IC 4643;H IV 57 ,HERCULES,13.4,summer,2.3,17.14166667,42.33333333,Galaxy,F;stellar ,
NGC6313,UGC 10742,HERCULES,13.9,summer,1.3,17.17166667,48.33333333,Galaxy,eeF;vS;lE;bet 2F* ,
NGC6311,UGC 10741,HERCULES,13.5,summer,1.1,17.17833333,41.65,Galaxy,pB;vS;R ,
NGC6312,MCG 7-35- 40,HERCULES,15.5,summer,0.7,17.18,42.28333333,Galaxy,eF;irrR;dif;vS* inv ,
DoDz7, ,HERCULES,99.9,summer,20,17.19,15.48333333,Open Cluster - 6,11'' F;pL;nC;nRi; 12*; incl chain of 8* ,
NGC6308,UGC 10747,HERCULES,13.4,summer,1.1,17.2,23.38333333,Galaxy,vF;S;R;sbM,
NGC6314,UGC 10752,HERCULES,12.9,summer,1.6,17.21,23.26666667,Galaxy,F;vS;R;bM ,
NGC6315,MCG 4-40- 23,HERCULES,13.2,summer,1,17.21333333,23.21666667,Galaxy,eF;S ,
NGC6320,UGC 10761,HERCULES,13.9,summer,1.2,17.215,40.26666667,Galaxy,eF;*13p0.5s,
NGC6323,UGC 10764,HERCULES,13.9,summer,1.1,17.22166667,43.78333333,Galaxy,eF;vS;diffic ,
PK75+35.1,Sanduleak 4-1,HERCULES,15.1,summer,15s,17.23,49.26666667,Planetary Nebula - ,,
NGC6327,ZwG 225. 74 ,HERCULES,15.5,summer,0.2,17.23333333,43.65,Galaxy,eF;vS;diffic ,
NGC6329,UGC 10771,HERCULES,12.8,summer,1.8,17.23833333,43.68333333,Galaxy,vF;vS;R;bM,
NGC6321,UGC 10768,HERCULES,13.4,summer,1.1,17.24,20.31666667,Galaxy,eF;iR;pS;vlbM ,
NGC6332,UGC 10773,HERCULES,13.6,summer,1.2,17.25,43.66666667,Galaxy,vF;oval;lBM,
NGC6330,UGC 10776,HERCULES,14,summer,1.5,17.26166667,29.4,Galaxy,eF;S;R,
NGC6336,UGC 10786,HERCULES,13.6,summer,0.9,17.27166667,43.81666667,Galaxy,vF;vS;R;bM,
NGC6339,UGC 10790,HERCULES,12.7,summer,2.9,17.285,40.85,Galaxy,vF;L;iR;sp of 2,
NGC6341,M 92 ,HERCULES,6.5,summer,11.2,17.285,43.13333333,Globular Clu. - ,vB;vL;eCM;st 12... , M
NGC6343,MCG 7-35- 60,HERCULES,14.5,summer,1.1,17.28833333,41.05,Galaxy,vF;S;lE;nf of 2,
NGC6344, ,HERCULES,99.9,summer,,17.28833333,42.43333333,2 Star - ,F;S;R;*12 nf;nr,
NGC6348,MCG 7-35- 63,HERCULES,15.5,summer,0.7,17.30666667,41.65,Galaxy,eF;vS;iR;lbM ,
NGC6350,UGC 10800,HERCULES,13.2,summer,1,17.31166667,41.7,Galaxy,pF;pS;gbM ,
UGC10806,PGC 60052,HERCULES,13.2,summer,2.5,17.315,49.86666667,Galaxy,,
NGC6349,MCG 6-38- 16,HERCULES,15,summer,0.8,17.31833333,36.06666667,Galaxy,vF;eS;R;lbM;p of 2 ,
NGC6351,MCG 6-38- 17,HERCULES,16,summer,0.6,17.32,36.06666667,Galaxy,vF;vS;fainter than p,
NGC6347,IC 1253 ,HERCULES,13.7,summer,1.2,17.33166667,16.66666667,Galaxy,eF;iR;dif ,
NGC6353, ,HERCULES,99.9,summer,,17.35333333,15.68333333,3 Star - ,pB;pS;3s* inv;*10 nf 1' ,
NGC6363,UGC 10827,HERCULES,13.3,summer,1.1,17.37833333,41.1,Galaxy,vF;S;R;gbM,
NGC6364,UGC 10835,HERCULES,12.9,summer,1.5,17.40833333,29.38333333,Galaxy,pF;vS;R;bM*13 ,
NGC6367,MCG 6-38- 20,HERCULES,15,summer,0.8,17.41833333,37.76666667,Galaxy,vF*in vf;vS;R neb ,
DoDz8, ,HERCULES,6.8,summer,13,17.43666667,24.2,Open Cluster - 6,,
NGC6371,MCG 4-41- 12,HERCULES,15,summer,0.8,17.455,26.5,Galaxy,vF;S;R;np of 2 ,
NGC6372,UGC 10861,HERCULES,12.9,summer,1.7,17.45833333,26.46666667,Galaxy,vF;pS;iF;sf of 2,
NGC6375,UGC 10875,HERCULES,14.5,summer,1.6,17.49,16.2,Galaxy,F;vS;R,
NGC6379,IC 4636 ,HERCULES,12.9,summer,1.1,17.51,16.28333333,Galaxy,vF;pL,
NGC6389,UGC 10893,HERCULES,12.1,summer,2.8,17.545,16.4,Galaxy,F;S;iF;eR ,
NGC6406, ,HERCULES,99.9,summer,,17.63833333,18.83333333,2 Star - ,vF;eS;stellar ,
NGC6408,UGC 10930,HERCULES,12.7,summer,1.6,17.64666667,18.88333333,Galaxy,F;S;iR;gbM,
NGC6417,UGC 10945,HERCULES,13.1,summer,1.4,17.69666667,23.66666667,Galaxy,pF;S;vlbM ,
PK45+24.1,K1-14 ,HERCULES,15.1,summer,47s,17.70833333,21.45,Planetary Nebula - ,,
NGC6427,NGC 6431,HERCULES,13.3,summer,1.6,17.72666667,25.5,Galaxy,vF;vS;stellar ,
NGC6431,NGC 6427,HERCULES,14.4,summer,1.6,17.72666667,25.5,Galaxy,vF;vS;R ,
NGC6428, ,HERCULES,99.9,summer,,17.73166667,25.55,2 Star - ,vF;S;stellar ,
NGC6433,UGC 10962,HERCULES,13.3,summer,2,17.73166667,36.8,Galaxy,vF;S;pmE;bM,
NGC6429,UGC 10960,HERCULES,13.1,summer,1.8,17.735,25.35,Galaxy,F;S;stellar,
NGC6443,UGC 10967,HERCULES,13.8,summer,1.2,17.74333333,48.11666667,Galaxy,eF;pS;lE ,
PK51+25.1,K1-15 ,HERCULES,15,summer,48s,17.75,27.31666667,Planetary Nebula - ,,
NGC6430,UGC 10966,HERCULES,14.6,summer,,17.75333333,18.13333333,Galaxy,vF;S;mE ,
NGC6446,MCG 6-39- 18,HERCULES,15.5,summer,0.7,17.76833333,35.56666667,Galaxy,eF;vS;iR ,
NGC6447,UGC 10975,HERCULES,12.7,summer,1.6,17.77166667,35.56666667,Galaxy,vF;S;R,
NGC6442,UGC 10978,HERCULES,12.6,summer,1.8,17.78166667,20.76666667,Galaxy,pF;S;iR;gbM,
NGC6450, ,HERCULES,99.9,summer,,17.79166667,18.58333333,Non-existant - ,vF;vS;B*f2',
NGC6452,ZwG 112. 43 ,HERCULES,15.5,summer,0.6,17.8,20.83333333,Galaxy,eeF;S,
NGC6458,UGC 10994,HERCULES,13.4,summer,1.3,17.82,20.8,Galaxy,eF;vS;stellar ,
UGC11000,PGC 60920,HERCULES,14.4,summer,0.6,17.82333333,36.13333333,Galaxy,,
NGC6460,UGC 10997,HERCULES,13.1,summer,1.9,17.825,20.76666667,Galaxy,vF;pL;iR ,
NGC6467,NGC 6468,HERCULES,12.5,summer,2.6,17.845,17.53333333,Galaxy,vF;vS;lE ,
NGC6468,NGC 6467,HERCULES,14.2,summer,2.6,17.845,17.53333333,Galaxy,vF;S;R,
NGC6482,UGC 11009,HERCULES,11.4,summer,2.1,17.86333333,23.06666667,Galaxy,vF;S;R;vsvmbM;vSRN ,
NGC6484,UGC 11010,HERCULES,12.3,summer,1.9,17.86333333,24.48333333,Galaxy,eF;vS;R;mbM,
NGC6485,UGC 11014,HERCULES,12.9,summer,1.5,17.865,31.46666667,Galaxy,vF;vS;R ,
NGC6486,MCG 5-42- 6,HERCULES,15,summer,0.8,17.87666667,29.81666667,Galaxy,vS* slightly neb s ,
NGC6487,UGC 11022,HERCULES,11.9,summer,1.9,17.87833333,29.83333333,Galaxy,F;S;R;gbM ,
PK53+24.1,Vy 1-2 ,HERCULES,12,summer,5.2s,17.90666667,28,Planetary Nebula - ,11''-pB; vS; R at 200X; light grey-green color,
NGC6490,UGC 11033,HERCULES,13.5,summer,1,17.90833333,18.38333333,Galaxy,vF;vS;stellar ,
NGC6495,UGC 11034,HERCULES,12.2,summer,2,17.91333333,18.33333333,Galaxy,F;S;R,
NGC6499, ,HERCULES,99.9,summer,,17.92166667,18.36666667,2 Star - ,S D*in neb,
NGC6500,UGC 11048,HERCULES,12.1,summer,2.2,17.93333333,18.33333333,Galaxy,vF;vS;sp of 2 ,
NGC6501,UGC 11049,HERCULES,12,summer,1.8,17.935,18.36666667,Galaxy,vF;vS;nf of 2 ,
NGC6504,UGC 11053,HERCULES,12.5,summer,2.2,17.935,33.2,Galaxy,F;vmE;sbM ,
NGC6524,UGC 11079,HERCULES,12.8,summer,1.4,17.98666667,45.88333333,Galaxy,pF;pS;lE ,
NGC6513,UGC 11078,HERCULES,13.3,summer,1.2,17.99333333,24.88333333,Galaxy,vF;vS;stellar ,
NGC6518,MCG 5-42- 24,HERCULES,15,summer,0.4,17.995,28.86666667,Galaxy,2 vF;closest in vF neb ,
NGC6527,UGC 11094,HERCULES,13.4,summer,1.4,18.03,19.73333333,Galaxy,eeF;vS;R ,
NGC6547,UGC 11110,HERCULES,13.6,summer,1.3,18.08666667,25.23333333,Galaxy,F;vS;E;mbM,
NGC6560,UGC 11117,HERCULES,13.6,summer,1.2,18.08666667,46.88333333,Galaxy,eeF;pS;iR ,
UGC11113,PGC 61390,HERCULES,14.2,summer,1.9,18.09166667,23.26666667,Galaxy,,
NGC6549,UGC 11114,HERCULES,13.7,summer,1.4,18.09666667,18.53333333,Galaxy,vF;pL;iR;near 6548 ,
NGC6548,NGC 6550,HERCULES,11.7,summer,2.9,18.1,18.58333333,Galaxy,cF;S;lE;r ,
NGC6550,NGC 6548,HERCULES,12.7,summer,2.9,18.1,18.58333333,Galaxy,vF;pS;R;sev F* inv ,
UGC11124,MCG +06-40-005,HERCULES,12.7,summer,2.7,18.125,35.55,Galaxy,,
NGC6555,UGC 11121,HERCULES,12.4,summer,2.1,18.13,17.6,Galaxy,F;L;R;vglbM,
DoDz9, ,HERCULES,99.9,summer,34,18.14666667,31.53333333,Open Cluster - 15,,
NGC6564, ,HERCULES,99.9,summer,,18.15166667,17.4,3 Star - ,eF;vS,
NGC6571,MCG 4-43- 6,HERCULES,15.5,summer,0.6,18.18,21.23333333,Galaxy,eF;vS;stell,
NGC6575,UGC 11138,HERCULES,12.7,summer,1.8,18.18333333,31.11666667,Galaxy,pB;S;R,
NGC6582,UGC 11146,HERCULES,15,summer,0.5,18.18333333,49.91666667,Galaxy,eeF;pS;R ,
NGC6576,ZwG 142. 14 ,HERCULES,15.5,summer,0.5,18.19666667,21.43333333,Galaxy,eF;vS,
NGC6574,NGC 6610,HERCULES,12,summer,1.5,18.19833333,14.98333333,Galaxy,pB;S;R,
NGC6610,NGC 6574,HERCULES,12.8,summer,1.5,18.19833333,14.98333333,Galaxy,F;S;E;mbM;R,
NGC6577,UGC 11148,HERCULES,12.6,summer,1.5,18.2,21.46666667,Galaxy,vF;S ,
NGC6581,IC 1280 ,HERCULES,15.5,summer,0.4,18.205,25.66666667,Galaxy,eF;dif;bet 2F st,
NGC6585,UGC 11159,HERCULES,12.8,summer,1.9,18.20666667,39.63333333,Galaxy,eeF;S;eE;bet sev B st,
NGC6579,UGC 11153,HERCULES,14,summer,0.4,18.20833333,21.41666667,Galaxy,F;p of Dneb,
UGC11152,PGC 61558,HERCULES,13.6,summer,2.5,18.20833333,18.6,Galaxy,,
NGC6580,UGC 11153,HERCULES,14,summer,1.3,18.21,21.43333333,Galaxy,F;f of Dneb,
NGC6586,UGC 11164,HERCULES,14.5,summer,0.9,18.22666667,21.08333333,Galaxy,eF;S;R,
NGC6587,UGC 11166,HERCULES,12.9,summer,2,18.23,18.83333333,Galaxy,F;vS;R;stell ,
NGC6591, ,HERCULES,16.3,summer,0.3,18.235,21.06666667,Galaxy,eeF;vS;stell ,
NGC6593,MCG 4-43- 18,HERCULES,15.5,summer,0.8,18.235,22.28333333,Galaxy,vF;vS;R;lbM,
NGC6599,NGC 6600,HERCULES,12.6,summer,1.3,18.26166667,24.91666667,Galaxy,pF;vS;R;gbM;S* att f,
NGC6600,NGC 6599,HERCULES,13.8,summer,1.3,18.26166667,24.91666667,Galaxy,F;vS;stell,
NGC6602,UGC 11184,HERCULES,14.5,summer,1,18.27666667,25.05,Galaxy,Cl;vS;st f 30'',
NGC6616,UGC 11192,HERCULES,13.8,summer,1.4,18.295,22.23333333,Galaxy,vF;eS;mE;2F st nr ,
NGC6619,UGC 11200,HERCULES,13,summer,1.2,18.315,23.65,Galaxy,F;S;E,
NGC6623,UGC 11203,HERCULES,14.5,summer,1.3,18.32833333,23.71666667,Galaxy,pF;S;R;bM ,
NGC6628,UGC 11211,HERCULES,12.9,summer,1.9,18.37333333,23.48333333,Galaxy,vF;S;lE;bM,
NGC6627,UGC 11212,HERCULES,13.3,summer,1.3,18.37666667,15.7,Galaxy,vF;pL,
NGC6632,UGC 11226,HERCULES,12.1,summer,3,18.41833333,27.53333333,Galaxy,F;S;R;gbM ,
NGC6635,UGC 11239,HERCULES,14.5,summer,1,18.46,14.81666667,Galaxy,vF;S;R,
PK43+11.1,M3-27 ,HERCULES,13.9,summer,1.0s,18.46333333,14.48333333,Planetary Nebula - ,,
NGC6641,UGC 11250,HERCULES,13.3,summer,0.9,18.48333333,22.9,Galaxy,vF;vS;R;bM,
NGC6658,UGC 11274,HERCULES,12.9,summer,1.6,18.565,22.88333333,Galaxy,F;vS;lE ,
NGC6659, ,HERCULES,99.9,summer,,18.565,23.6,Asterism - ,Cl;P;lC ,
NGC6660,NGC 6661,HERCULES,13.2,summer,1.8,18.57666667,22.91666667,Galaxy,pB;pS;R;mbM;bet 2* ,
NGC6661,NGC 6660,HERCULES,12.1,summer,1.8,18.57666667,22.91666667,Galaxy,F;vS;R;gbM,
NGC6669,UGC 11302,HERCULES,15.7,summer,0.9,18.63166667,22.08333333,Galaxy,eF;pL,
NGC6674,UGC 11308,HERCULES,12.2,summer,4.2,18.64333333,25.36666667,Galaxy,F;pS;iR;bM,
NGC6680,ZwG 143. 10 ,HERCULES,15.5,summer,0.7,18.66166667,22.31666667,Galaxy,eF;S;close to a ,
NGC6697,UGC 11349,HERCULES,12.7,summer,1.2,18.75333333,25.51666667,Galaxy,F;vS;stell,
PK51+9.1,Hu 2-1 ,HERCULES,11.6,summer,3s,18.83,20.83333333,Planetary Nebula - ,,
PK52+7.1,K4-10 ,HERCULES,13.6,summer,30.0s,18.985,20.61666667,Planetary Nebula - ,,
NGC888,ESO 115- 2 ,HOROLOGIUM,14.5,winter,1.1,2.291666667,-58.13333333,Galaxy,eF;S;R;2or3 vFnr ,
NGC1025,ESO 154- 4 ,HOROLOGIUM,13.9,winter,0.9,2.605,-53.13333333,Galaxy,eF;S;R;p of 2 ,
NGC1031,ESO 154- 5 ,HOROLOGIUM,13.4,winter,1.9,2.61,-53.13333333,Galaxy,F;S;R;gbM;*11s2',
NGC1096,ESO 115-28 ,HOROLOGIUM,13.6,winter,1.9,2.73,-58.08333333,Galaxy,F;pS;R;glbM,
NGC1135,ESO 154-18 ,HOROLOGIUM,16.2,winter,0.7,2.846666667,-53.06666667,Galaxy,F;R;gbM ,
NGC1136,ESO 154-19 ,HOROLOGIUM,13,winter,1.4,2.848333333,-53.01666667,Galaxy,F;R;gbM ,
NGC1244,ESO 82- 8 ,HOROLOGIUM,13.9,winter,1.9,3.108333333,-65.21666667,Galaxy,F;S;pmE;gbM,
NGC1246,ESO 82- 9 ,HOROLOGIUM,13.9,winter,1.3,3.116666667,-65.06666667,Galaxy,pF;S;R;glbM,
NGC1249,ESO 155- 6 ,HOROLOGIUM,11.8,winter,4.7,3.166666667,-52.66666667,Galaxy,B;L;vmE80;vgbM ,
NGC1252,ESO 116-?11 ,HOROLOGIUM,99.9,winter,,3.175,-57.85,Asterism - ,Cl of 18 or 20 ,
NGC1261,GCL 5 ,HOROLOGIUM,8.4,winter,6.9,3.205,-54.78333333,Globular Clu. - ,B;L;R;rr , C 
NGC1311,ESO 200- 7 ,HOROLOGIUM,13,winter,3,3.335,-51.81666667,Galaxy,F;pL;mE37;gbM ,
NGC1313A,ESO 83- 1 ,HOROLOGIUM,13.9,winter,1.2,3.335,-65.3,Galaxy,,
IC1933,ESO 155-25 ,HOROLOGIUM,12.5,winter,2.2,3.428333333,-51.21666667,Galaxy,F;S;lE,
NGC1356,ESO 200-31 ,HOROLOGIUM,13,winter,1.4,3.511666667,-49.68333333,Galaxy,vF;pL;iR;gbM;* nr ,
IC1954,ESO 200-36 ,HOROLOGIUM,11.6,winter,3,3.525,-50.1,Galaxy,F;pL;R;spiral ,
NGC1411,IC 1943 ,HOROLOGIUM,11.3,winter,2.2,3.645,-43.9,Galaxy,B;pS;R;smbM,
NGC1433,ESO 249-14 ,HOROLOGIUM,9.9,winter,6.1,3.7,-46.78333333,Galaxy,vB;L;pmE;vsvmbM*10 ,
NGC1448,NGC 1457,HOROLOGIUM,10.7,winter,7.5,3.741666667,-43.35,Galaxy,pB;L;vmE222,
NGC1457,NGC 1448,HOROLOGIUM,11.4,winter,7.5,3.741666667,-43.35,Galaxy,pF;pL;eE42;vgpmbM ,
IC2000,ESO 201-G003 ,HOROLOGIUM,11.9,winter,4.1,3.818333333,-47.13333333,Galaxy,cB;L;eE 80 deg;vmbM ,
NGC1476,ESO 249-24 ,HOROLOGIUM,13.1,winter,1.4,3.868333333,-43.46666667,Galaxy,cF;S;E90;gbM ,
NGC1483,ESO 201- 7 ,HOROLOGIUM,12.7,winter,1.6,3.88,-46.51666667,Galaxy,cF;pL;R;vglbM ,
Arp-Madore1, ,HOROLOGIUM,15.9,winter,0.5,3.916666667,-48.4,Globular Clu. - ,,
NGC1493,ESO 249-33 ,HOROLOGIUM,11.3,winter,3.6,3.958333333,-45.78333333,Galaxy,F;cL;R;vglbM ,
NGC1494,ESO 201-12 ,HOROLOGIUM,11.7,winter,3.3,3.961666667,-47.08333333,Galaxy,F;L;R;vgvlbM;3*n,
NGC1495,ESO 249-34 ,HOROLOGIUM,12.6,winter,3,3.973333333,-43.53333333,Galaxy,eF;S;lE90;vgvlbM,
NGC1510,ESO 250- 3 ,HOROLOGIUM,13,winter,3.2,4.058333333,-42.6,Galaxy,F;pL;R;vgmbM ,
NGC1512,ESO 250- 4 ,HOROLOGIUM,10.3,winter,9.7,4.065,-42.65,Galaxy,B;cL;R;bM ,
NGC1527,ESO 201-20 ,HOROLOGIUM,10.8,winter,3.9,4.14,-46.1,Galaxy,pB;pS;E77;vsmbMRN ,
IC2035,ESO 250- 7 ,HOROLOGIUM,11.8,winter,1.2,4.15,-44.48333333,Galaxy,F;vS;R,
NGC1558,ESO 250-17 ,HOROLOGIUM,12.5,winter,2.5,4.338333333,-44.96666667,Galaxy,pF;S;E;gbM,
NGC2548,M 48 ,HYDRA,5.8,winter,54,8.228333333,-4.25,Open Cluster - 80,Cl;vL;pRi;pmC;* 9..13, HM
NGC2555,UGC 4319,HYDRA,12.2,winter,1.9,8.298333333,0.75,Galaxy,vF;cS;iF;3 Sinv? ,
NGC2561,UGC 4336,HYDRA,13.1,winter,1.1,8.326666667,4.65,Galaxy,vF;S;R;2* triangle ,
NGC2574,MCG - 1-22- 3,HYDRA,14,winter,2.3,8.346666667,-7.083333333,Galaxy,eF;pS;rr;*7.5 nf 5' ,
NGC2583,MCG - 1-22- 8,HYDRA,13.4,winter,0.8,8.385,-5,Galaxy,vF;S;R;sbMN;1st of 4,
NGC2584,MCG - 1-22- 9,HYDRA,14.5,winter,1.2,8.388333333,-3.033333333,Galaxy,vF;S;R;2nd of 4,
NGC2585,MCG - 1-22- 10,HYDRA,14.5,winter,1.8,8.39,-3.083333333,Galaxy,vF;S;R;3rd of 4,
NGC2586, ,HYDRA,15.5,winter,,8.391666667,-3.05,3 Star - ,eF;pS;R;4th of 4 (neb?) ,
NGC2589, ,HYDRA,99.9,winter,,8.408333333,-7.233333333,Non-existant - ,pF;pS;lE;nonexistent?,
NGC2590,IC 507 ,HYDRA,13.1,winter,2.2,8.416666667,0.6,Galaxy,F* inv in vF;vS;lE neb ,
NGC2610,PK 239+13.1 ,HYDRA,13,winter,50s,8.556666667,-15.85,Planetary Nebula - ,F;S;att to *13;*7 nf,
NGC2612,MCG - 2-22- 20,HYDRA,13,winter,2.8,8.563333333,-12.83333333,Galaxy,F;S;E;psbM;bet 2* ,
NGC2615,UGC 4481,HYDRA,12.5,winter,1.9,8.576666667,-1.45,Galaxy,F;pS;lE;lbM;F* inv r,
NGC2616,UGC 4489,HYDRA,12.5,winter,1.5,8.593333333,-0.15,Galaxy,vF;S;R;* nr nf ,
NGC2617,MCG - 1-22- 27,HYDRA,15,winter,0.9,8.593333333,-3.916666667,Galaxy,eF;vS;2 vFinv,
NGC2618,UGC 4492,HYDRA,12.1,winter,2.5,8.598333333,0.7,Galaxy,eF;pL;iF ,
NGC2642,MCG - 1-22- 33,HYDRA,12.6,winter,2,8.678333333,-3.883333333,Galaxy,vF;pL;gbM;2 Bs;one f ,
NGC2644,UGC 4533,HYDRA,12.3,winter,2.1,8.691666667,4.983333333,Galaxy,vF;pL;irr oval;sev S points ,
NGC2662,MCG - 2-23- 2,HYDRA,15,winter,0.8,8.758333333,-14.88333333,Galaxy,vF;vS;R;bM;*15 nr ,
NGC2665,ESO 563-19 ,HYDRA,12.2,winter,2,8.766666667,-18.7,Galaxy,F;S;R;gbMN,
NGC2674,NPM1G -14 280,HYDRA,15,winter,0.6,8.82,-13.7,Galaxy,eF;S;nonexistent? ,
NGC2696,MCG - 1-23- 4,HYDRA,14.3,winter,1.3,8.845,-4.983333333,Galaxy,eF;vS;stellar ,
NGC2690,UGC 4647,HYDRA,13.1,winter,1.9,8.876666667,-1.4,Galaxy,pF;S;E,
NGC2695,MCG 0-23- 10,HYDRA,11.9,winter,1.7,8.908333333,-2.933333333,Galaxy,pF;cS;R ,
NGC2697,MCG 0-23- 11,HYDRA,12.3,winter,1.8,8.916666667,-1.016666667,Galaxy,vF;vS;R ,
NGC2698,MCG 0-23- 12,HYDRA,12.6,winter,1.5,8.926666667,-2.816666667,Galaxy,vF;pS;R;*9 np 4',
NGC2699,MCG 0-23- 14,HYDRA,12.6,winter,1.1,8.93,-2.866666667,Galaxy,vF;S;R;*15 np ,
NGC2700, ,HYDRA,99.9,winter,,8.93,-2.883333333,1 Star - ,eF;vS;1'n of 2699 ,
NGC2703, ,HYDRA,99.9,winter,,8.93,-2.7,2 Star - ,eF;lE;doubtful ,
NGC2702, ,HYDRA,99.9,winter,,8.931666667,-2.933333333,1 Star - ,vF;vS;4' nf 2699,
NGC2705, ,HYDRA,99.9,winter,,8.933333333,-2.983333333,1 Star - ,vF;vS;3* 14 f;nf,
