,NGC 4061,COLUMBA,13.1,winter,1.5,12 04 01.5,+20 13 57,"Galaxy - vF,S,R,p of Dneb,III 394 "
,NGC 4062,URSA MAJOR,11.1,any,4.4,12 04 03.8,+31 53 44,"Galaxy - pB,vL,mE97,vgbM,vsBN,I 174 "
,NGC 4069,COLUMBA,,winter,0.4,12 04 06.0,+20 19 26,"Galaxy - vF,vS,III 392 "
,NGC 4065,COLUMBA,12.6,winter,1.5,12 04 06.2,+20 14 07,"Galaxy - pF,R,f of Dneb,III 395 "
,NGC 4070,COLUMBA,13.1,winter,1.4,12 04 11.3,+20 24 36,"Galaxy - F,vS,III 391 "
,NGC 4067,VIRGO,12.5,spring,1.7,12 04 11.5,+10 51 16,"Galaxy - F,pS,R,gbM,III 37 "
,NGC 4073,VIRGO,11.4,spring,3.9,12 04 27.0,+01 53 45,"Galaxy - F,pS,R,pgbM,np of 2,II 277 "
,NGC 4074,COLUMBA,14.5,winter,0.4,12 04 29.6,+20 18 59,"Galaxy - eF,vS,III 393 "
,NGC 4076,COLUMBA,13.3,winter,1.3,12 04 32.5,+20 12 18,"Galaxy - vF,vS,III 396 "
,NGC 4077,VIRGO,13.1,spring,1.6,12 04 38.0,+01 47 16,"Galaxy - cF,cS,vlE,bM,sf of 2,III 258 "
,NGC 4080,COLUMBA,13.7,winter,1.6,12 04 51.8,+26 59 33,"Galaxy - cF,pS,E,gbM,III 355 "
,NGC 4085,URSA MAJOR,12.4,any,2.9,12 05 22.9,+50 21 12,"Galaxy - B,pL,pmE78,vsbM,I 224 "
,NGC 4088,URSA MAJOR,10.6,any,6.2,12 05 34.1,+50 32 23,"Galaxy - B,cL,E55,lbM,I 206 "
,NGC 4087,HYDRA,12.1,winter,2.7,12 05 35.3,-26 31 21,"Galaxy - pB,S,R,bM,III 754 "
,NGC 4092,COLUMBA,13.2,winter,1.4,12 05 50.2,+20 28 38,"Galaxy - F,pS,R,*11 np,III 382 "
,NGC 4096,URSA MAJOR,10.8,any,6.8,12 06 01.0,+47 28 41,"Galaxy - pB,vL,mE32,sBN or bar,I 207 "
,NGC 4097,URSA MAJOR,13.4,any,1.4,12 06 02.5,+36 51 49,"Galaxy - eF,vS,R,stellar,*10 sp 2',III 400 "
,NGC 4098,COLUMBA,13.7,winter,0.7,12 06 03.6,+20 36 28,"Galaxy - eF,eS,R,bM,III 383 "
,NGC 4099,COLUMBA,,winter,,12 06 03.6,+20 36 28,"Disk unseen object - eF,eS,III 384 "
,NGC 4100,URSA MAJOR,11.2,any,5.7,12 06 08.4,+49 34 59,"Galaxy - pB,vL,vmE161,vgvlbM,vsBN,III 717 "
,NGC 4101,COLUMBA,13.5,winter,1.3,12 06 10.6,+25 33 25,"Galaxy - eF,vS,R,vgbM,III 326 "
,NGC 4102,URSA MAJOR,11.2,any,3.4,12 06 23.0,+52 42 40,"Galaxy - B,pS,R,bM,BN,*12 sp,I 225 "
,NGC 4104,COLUMBA,12.1,winter,3.0,12 06 38.9,+28 10 26,"Galaxy - pB,pS,lE,bM,II 370 "
,NGC 4105,HYDRA,10.7,winter,3.4,12 06 40.7,-29 45 38,"Galaxy - pF,pS,R,psbM,r,p of 2,II 865 "
,NGC 4106,HYDRA,11.4,winter,2.1,12 06 45.3,-29 46 06,"Galaxy - pF,pS,R,pgbM,f of 2,II 866 "
,NGC 4111,CRUX,10.7,spring,4.7,12 07 02.6,+43 04 01,"Galaxy - vB,pS,mE151,vsvBN,I 195 "
,NGC 4114,CRATER,13.1,spring,2.1,12 07 12.3,-14 11 08,"Galaxy - cF,S,iR,gbM,III 533 "
,NGC 4117,CRUX,13,spring,2.0,12 07 46.1,+43 07 35,"Galaxy - vF,vS,III 708 "
,NGC 4119,VIRGO,,spring,,12 08 09.7,+10 22 43,"Disk unseen object - lE,II 14 "
,NGC 4124,VIRGO,11.3,spring,4.5,12 08 09.7,+10 22 43,"Galaxy - pB,pL,mE118,bM,r,I 33=II 60 "
,NGC 4123,VIRGO,11.4,spring,5.4,12 08 11.2,+02 52 41,"Galaxy - cF,vL,E90,bMN,V 4 "
,NGC 4127,CAMELOPARDALIS,12.7,winter,2.8,12 08 26.3,+76 48 15,"Galaxy - F,pL,vlE,glbM,I 279 "
,NGC 4120,DRACO,13.5,any,1.8,12 08 31.4,+69 32 35,"Galaxy - eF,vS,E,III 904 "
,NGC 4128,DRACO,12,any,2.8,12 08 32.4,+68 46 04,"Galaxy - cB,lE,bM,svBN,spindle shape,I 263 "
,NGC 4126,COLUMBA,13.4,winter,1.3,12 08 37.4,+16 08 34,"Galaxy - vF,S,R,pslbM,bet 2 vS*,III 68 "
,NGC 4131,COLUMBA,13.2,winter,1.5,12 08 47.3,+29 18 17,"Galaxy - cF,S,R,1st OF 3,III 356 "
,NGC 4133,DRACO,12.3,any,2.2,12 08 49.9,+74 54 15,"Galaxy - pB,cL,R,gmbM,I 278 "
,NGC 4129,VIRGO,12.5,spring,2.4,12 08 53.3,-09 02 12,"Galaxy - F,pL,pmE95,vglbM,II 548 "
,NGC 4132,COLUMBA,13.9,winter,1.1,12 09 01.4,+29 15 01,"Galaxy - cF,S,iR,2nd of 3,III 357 "
,NGC 4134,COLUMBA,12.8,winter,2.4,12 09 10.0,+29 10 37,"Galaxy - pF,pL,lE,3rd of 3,II 371 "
,NGC 4136,COLUMBA,11,winter,5.4,12 09 17.7,+29 55 39,"Galaxy - F,vL,vgmbM,II 321 "
,NGC 4138,CRUX,11.3,spring,3.1,12 09 29.9,+43 41 07,"Galaxy - B,pL,lE,vgbM,* np,I 196 "
,NGC 4142,URSA MAJOR,13.3,any,2.5,12 09 30.2,+53 06 18,"Galaxy - vF,S,iF,vglbM,er,III 814 "
,NGC 4143,CRUX,10.7,spring,2.7,12 09 36.1,+42 32 03,"Galaxy - cB,R,vg,vsbMN,IV 54 "
,NGC 4141,URSA MAJOR,13.7,any,1.6,12 09 47.5,+58 50 57,"Galaxy - vF,pS,lE,gbM,r,III 795 "
,NGC 4144,URSA MAJOR,11.6,any,6.1,12 09 58.5,+46 27 28,"Galaxy - pF,cL,vmE109,vgbM,BM no BN,II 747 "
,NGC 4145,CRUX,11.3,spring,7.3,12 10 01.6,+39 52 58,"Galaxy - B,vL,vglbM,I 169 "
,NGC 4147,COLUMBA,10.2,winter,6.6,12 10 06.2,+18 32 32,"Globular Cluster - vB,pL,R,gbM,rrr,I 19 "
,NGC 4153,COLUMBA,,winter,,12 10 06.2,+18 32 32,"Disk unseen object - B,pL,E,bM,I 11 "
,NGC 4146,COLUMBA,12.7,winter,1.9,12 10 18.3,+26 25 51,"Galaxy - vF,pS,III 327 "
,NGC 4151,CRUX,10.8,spring,7.7,12 10 31.4,+39 23 19,"Galaxy - vB,S,R,vsmbMBN,p of 2,I 165 "
,NGC 4149,URSA MAJOR,13.2,any,1.3,12 10 32.9,+58 18 14,"Galaxy - F,S,E,II 802 "
,NGC 4154,URSA MAJOR,,any,,12 10 32.9,+58 18 14,"Disk unseen object - vF,S,E90,III 845 "
,NGC 4150,COLUMBA,11.6,winter,2.8,12 10 33.7,+30 24 06,"Galaxy - B,S,R,pgmbM,vsvBN,I 73 "
,NGC 4152,COLUMBA,12.2,winter,2.8,12 10 37.5,+16 01 59,"Galaxy - pB,pL,R,pgmbM,r,II 83 "
,NGC 4156,CRUX,13.2,spring,1.8,12 10 49.5,+39 28 22,"Galaxy - pF,S,E,vgbM,f of 2,sBN,narrow bar "
,NGC 4159,DRACO,13.4,any,1.4,12 10 53.6,+76 07 34,"Galaxy - eF,pS,R,tri 2*,III 941 "
,NGC 4157,URSA MAJOR,11.3,any,6.9,12 11 04.9,+50 29 07,"Galaxy - pF,cL,vmE60,I 208 "
,NGC 4158,COLUMBA,12.1,winter,2.5,12 11 10.2,+20 10 32,"Galaxy - F,pS,lE,bM,pB* sf,vBN,II 405 "
,NGC 4161,URSA MAJOR,12.9,any,1.3,12 11 33.3,+57 44 14,"Galaxy - F,S,R,II 803 "
,NGC 4162,COLUMBA,12.2,winter,2.7,12 11 52.5,+24 07 25,"Galaxy - B,L,iE,bM,II 353 "
,NGC 4163,CRUX,14,spring,2.4,12 12 09.1,+36 10 09,"Galaxy - vF,pL,vlE,r,III 399 "
,NGC 4172,URSA MAJOR,13.2,any,1.7,12 12 15.0,+56 10 38,"Galaxy - F,S,lE,gbM,II 792 "
,NGC 4168,VIRGO,11.2,spring,3.6,12 12 17.2,+13 12 18,"Galaxy - pB,pL,iF,psbM,r,* inv,II 105 "
,NGC 4169,COLUMBA,12.2,winter,2.0,12 12 18.7,+29 10 46,"Galaxy - F,S,1st of 4,III 358 "
,NGC 4173,COLUMBA,13,winter,5.0,12 12 21.6,+29 12 24,"Galaxy - F,S,2nd of 4,II 372 "
,NGC 4174,COLUMBA,13.3,winter,0.9,12 12 26.9,+29 08 57,"Galaxy - F,S,3rd of 4,III 359 "
,NGC 4175,COLUMBA,13.2,winter,1.8,12 12 31.1,+29 10 07,"Galaxy - F,eS,4th of 4,III 360 "
,NGC 4177,CRATER,12.5,spring,1.9,12 12 41.2,-14 00 52,"Galaxy - vF,pL,R,vgbM,III 534 "
,NGC 4181,URSA MAJOR,14,any,1.0,12 12 48.9,+52 54 11,"Galaxy - eF,S,stellar,III 777 "
,NGC 4179,VIRGO,11,spring,4.1,12 12 52.1,+01 17 57,"Galaxy - pB,pS,pmE135,bMN,I 9 "
,NGC 4180,VIRGO,12.6,spring,1.7,12 13 03.0,+07 02 20,"Galaxy - pF,S,lE0,r,II 133 "
,NGC 4183,CRUX,12.3,spring,5.3,12 13 17.0,+43 41 53,"Galaxy - vF,cL,mE170,B center,no def. N,III 697 "
,NGC 4185,COLUMBA,12.1,winter,3.2,12 13 22.1,+28 30 40,"Galaxy - cF,L,R,gbM,II 373 "
,NGC 4187,CRUX,13.2,spring,1.6,12 13 29.2,+50 44 29,"Galaxy - pB,S,lE,II 813 "
,NGC 4190,CRUX,13.3,spring,2.5,12 13 44.5,+36 38 05,"Galaxy - cF,pS,R,vglbM,r,II 409 "
,NGC 4189,COLUMBA,11.7,winter,3.5,12 13 47.5,+13 25 33,"Galaxy - F,L,lE,vglbM,r,II 106 "
,NGC 4193,VIRGO,12.3,spring,3.1,12 13 53.6,+13 10 22,"Galaxy - vF,pL,E,vgbM,II 163 "
,NGC 4194,URSA MAJOR,12.5,any,2.8,12 14 09.6,+54 31 35,"Galaxy - pB,vS,vsbM *12,II 867 "
,NGC 4195,URSA MAJOR,14.2,any,2.3,12 14 18.1,+59 36 55,"Galaxy - eF,III 796 "
,NGC 4198,URSA MAJOR,13.6,any,1.2,12 14 22.0,+56 00 42,"Galaxy - pF,pS,lE,gbM,II 793 "
,NGC 4196,COLUMBA,12.8,winter,2.0,12 14 29.7,+28 25 23,"Galaxy - pB,S,R,vsmbM *,II 374 "
,NGC 4197,VIRGO,12.8,spring,3.6,12 14 38.6,+05 48 21,"Galaxy - pF,pmE,vgbM,II 134 "
,NGC 4200,VIRGO,13,spring,1.7,12 14 44.2,+12 10 51,"Galaxy - cF,lE,lbM,II 164 "
,NGC 4199,URSA MAJOR,14.5,any,0.7,12 14 48.6,+59 54 22,"Galaxy - vF,S,III 797 "
,NGC 4203,COLUMBA,10.9,winter,4.7,12 15 05.0,+33 11 50,"Galaxy - vB,S,R,psmbM,I 175 "
,NGC 4204,COLUMBA,12.4,winter,4.6,12 15 14.3,+20 39 31,"Galaxy - vF,cL,iR,vgbM,III 397 "
,NGC 4210,DRACO,12.5,any,2.5,12 15 15.9,+65 59 07,"Galaxy - pF,pS,R,vgbM,sBN in narrow B bar,III 850 "
,NGC 4206,VIRGO,12.2,spring,6.3,12 15 16.7,+13 01 26,"Galaxy - F,vmE,II 165 "
,NGC 4213,COLUMBA,12.5,winter,2.4,12 15 37.6,+23 58 55,"Galaxy - cF,vS,R,II 354 "
,NGC 4214,CRUX,9.8,spring,10.8,12 15 38.9,+36 19 50,"Galaxy - cB,cL,iE,biN,=NGC 4208,I 95 "
,NGC 4208,COLUMBA,,winter,,12 15 39.3,+13 54 05,"Disk unseen object - vF,pL,R,gbM,(=4212),II 107 "
,NGC 4212,COLUMBA,11.2,winter,3.7,12 15 39.3,+13 54 05,"Galaxy - B,L,E107,g,sbM,r,II 108 "
,NGC 4218,CRUX,12.5,spring,1.4,12 15 46.3,+48 07 53,"Galaxy - vF,vS,III 718 "
,NGC 4217,CRUX,11.2,spring,5.4,12 15 50.6,+47 05 33,"Galaxy - pF,L,mE45,**n,p of 2,II 748 "
,NGC 4216,VIRGO,10,spring,8.3,12 15 54.2,+13 08 59,"Galaxy - vB,vL,vmE17,sbMN,I 35 "
,NGC 4215,VIRGO,12.1,spring,2.0,12 15 54.5,+06 24 04,"Galaxy - B,pS,E,sbM*11,II 135 "
,NGC 4209,COLUMBA,,winter,,12 15.5,+28 31,"Not Found - F,pS,II 375 "
,NGC 4220,CRUX,11.4,spring,4.1,12 16 11.7,+47 53 00,"Galaxy - cB,pL,pmE134,psbM,sBN,I 209 "
,NGC 4222,COLUMBA,13.3,winter,3.3,12 16 23.0,+13 18 34,"Galaxy - vF,pS,R,II 109 "
,NGC 4227,CRUX,12.7,spring,1.7,12 16 33.7,+33 31 19,"Galaxy - F,vS,vlE,psbM,sp of 2,II 518 "
,NGC 4224,VIRGO,11.8,spring,2.8,12 16 33.8,+07 27 42,"Galaxy - pB,pS,lE,gbM,r,II 136 "
,NGC 4229,CRUX,13.2,spring,1.4,12 16 38.8,+33 33 39,"Galaxy - cF,vS,lE,psbM,nf of 2,II 519 "
,NGC 4236,DRACO,9.6,any,23.1,12 16 43.5,+69 27 34,"Galaxy - vF,eL,mE160,vgbM,V 51 "
,NGC 4231,CRUX,13.3,spring,1.6,12 16 48.9,+47 27 27,"Galaxy - vF,vS,n of Dneb,III 719 "
,NGC 4232,CRUX,13.6,spring,1.6,12 16 49.0,+47 26 20,"Galaxy - vF,vS,s of Dneb,III 720 "
,NGC 4238,DRACO,13.6,any,1.9,12 16 55.8,+63 24 37,"Galaxy - vF,pS,iR,vglbM,III 851 "
,NGC 4233,VIRGO,11.9,spring,2.6,12 17 07.6,+07 37 26,"Galaxy - pF,R,vsbMSN,II 496 "
,NGC 4235,VIRGO,11.6,spring,4.3,12 17 09.8,+07 11 28,"Galaxy - pB,pL,pmE,bM,p of 2,II 17 "
,NGC 4237,COLUMBA,11.6,winter,2.5,12 17 11.4,+15 19 26,"Galaxy - pB,pL,lE,vgbM,r,II 11 "
,NGC 4223,VIRGO,11.9,spring,2.9,12 17 25.8,+06 41 24,"Galaxy - pF,pL,R,r,=4241?,II 137 "
,NGC 4250,DRACO,11.8,any,3.4,12 17 26.2,+70 48 09,"Galaxy - pB,S,R,pgbM,vsvBN,I 264 "
,NGC 4244,CRUX,10.4,spring,16.7,12 17 29.4,+37 48 24,"Galaxy - pB,vL,eE43,vgbM,vsBN or *?,V 41 "
,NGC 4242,CRUX,10.8,spring,6.3,12 17 30.1,+45 37 08,"Galaxy - vF,cL,iR,vgbM,r,III 725 "
,NGC 4245,COLUMBA,11.4,winter,3.6,12 17 36.8,+29 36 29,"Galaxy - cB,pL,vlE,smbM,r,vsvBN,I 74 "
,NGC 4248,CRUX,12.5,spring,3.2,12 17 50.4,+47 24 31,"Galaxy - vF,S,pmE,psbM,II 742 "
,NGC 4246,VIRGO,12.7,spring,2.7,12 17 58.1,+07 11 08,"Galaxy - eF,III 91 "
,NGC 4241,VIRGO,13.1,spring,2.2,12 17 59.8,+06 39 16,"Galaxy - vF,pL,E,III 480 "
,NGC 4251,COLUMBA,10.7,winter,3.9,12 18 08.4,+28 10 31,"Galaxy - vB,S,E,vsvmbMN,*6-7 f 90'',I 89 "
,NGC 4253,COLUMBA,13.1,winter,1.3,12 18 26.5,+29 48 46,"Galaxy - vF,vS,R,III 702 "
,NGC 4256,DRACO,11.9,any,4.6,12 18 42.9,+65 53 54,"Galaxy - pB,L,cE38,bMBN,sBN in B bulge,II 846 "
,NGC 4258,CRUX,8.4,spring,19.9,12 18 57.5,+47 18 15,"Galaxy - !,vB,vL,vmE0,sbMBN,V 43 "
,NGC 4260,VIRGO,11.8,spring,3.0,12 19 22.2,+06 05 55,"Galaxy - pB,E,psbM,II 138 "
,NGC 4261,VIRGO,10.4,spring,5.5,12 19 23.2,+05 49 29,"Galaxy - pB,pS,R,gbM,II 139 "
,NGC 4262,COLUMBA,11.6,winter,2.5,12 19 30.6,+14 52 39,"Galaxy - B,S,R,r,II 110 "
,NGC 4271,URSA MAJOR,12.6,any,2.0,12 19 32.7,+56 44 12,"Galaxy - pB,pL,iF,II 804 "
,NGC 4264,VIRGO,12.8,spring,1.3,12 19 35.8,+05 50 48,"Galaxy - F,pS,R,gbM,II 140 "
,NGC 4263,CRATER,12.6,spring,1.3,12 19 42.2,-12 13 32,"Galaxy - vF,pL,iF,III 535 "
,NGC 4267,VIRGO,10.9,spring,4.4,12 19 45.2,+12 47 54,"Galaxy - pB,vS,R,vsmbM,II 166 "
,NGC 4272,COLUMBA,13.1,winter,1.3,12 19 47.6,+30 20 20,"Galaxy - cF,S,iR,gmbM,III 299 "
,NGC 4270,VIRGO,12.2,spring,2.2,12 19 49.5,+05 27 48,"Galaxy - pB,S,E,II 568? "
,NGC 4274,COLUMBA,10.4,winter,7.2,12 19 50.6,+29 36 51,"Galaxy - vB,vL,E90,mbMN,I 75 "
,NGC 4275,COLUMBA,13.1,winter,1.1,12 19 52.6,+27 37 16,"Galaxy - F,S,vlE,gbM,*15 nr,II 376 "
,NGC 4273,VIRGO,11.9,spring,2.7,12 19 56.0,+05 20 35,"Galaxy - pB,L,E,gbM,II 569? "
,NGC 4277,VIRGO,13.4,spring,1.3,12 20 03.7,+05 20 28,"Galaxy - vF,eS,II 571 "
,NGC 4278,COLUMBA,10.2,winter,5.6,12 20 06.8,+29 16 50,"Galaxy - vB,pL,R,mbM,r,1 of 3,I 90=II 322 "
,NGC 4284,URSA MAJOR,13.5,any,2.8,12 20 12.6,+58 05 34,"Galaxy - cF,lE,p of 2,III 798 "
,NGC 4291,DRACO,11.5,any,2.5,12 20 17.7,+75 22 15,"Galaxy - pB,vS,R,lbM,3*f,I 275 "
,NGC 4283,COLUMBA,12.1,winter,2.1,12 20 20.8,+29 18 39,"Galaxy - B,S,R,bM,2 of 3,svB center,II 323=II 377 "
,NGC 4281,VIRGO,11.3,spring,3.4,12 20 21.5,+05 23 11,"Galaxy - B,vL,R,pgbM,II 573, II 570? "
,NGC 4288,CRUX,12.9,spring,2.6,12 20 38.1,+46 17 31,"Galaxy - vF,pS,R,vgbM,r,III 726 "
,NGC 4286,COLUMBA,13.1,winter,1.9,12 20 42,+29 20.8,"Galaxy - vF,3 of 3,III 300 "
,NGC 4290,URSA MAJOR,11.8,any,2.8,12 20 47.5,+58 05 33,"Galaxy - pB,L,R,gmbM,II 805 "
,NGC 4293,COLUMBA,10.4,winter,6.2,12 21 13.0,+18 23 00,"Galaxy - F,vL,E,lbM,r,vsBN,V 5 "
,NGC 4294,VIRGO,12.1,spring,3.4,12 21 17.8,+11 30 37,"Galaxy - F,L,mE135,biN,p of 2,II 61 "
,NGC 4297,VIRGO,14.2,spring,0.5,12 21 27.4,+06 40 16,"Galaxy - eF,eS,III 93 "
,NGC 4296,VIRGO,12.7,spring,1.6,12 21 28.4,+06 39 12,"Galaxy - vF,vS,III 92 "
,NGC 4298,COLUMBA,11.3,winter,3.7,12 21 32.8,+14 36 24,"Galaxy - F,L,E,vgbM,p of 2,II 111 "
,NGC 4299,VIRGO,12.5,spring,2.3,12 21 40.8,+11 30 03,"Galaxy - F,L,lE,vgbM,f of 2,II 62 "
,NGC 4300,VIRGO,12.9,spring,1.6,12 21 41.5,+05 23 05,"Galaxy - F,lE,vgbM,II 572 "
,NGC 4302,COLUMBA,11.6,winter,5.6,12 21 42.3,+14 35 59,"Galaxy - L,vmE177,f of 2,II 112 "
,NGC 4319,DRACO,11.9,any,3.8,12 21 43.9,+75 19 20,"Galaxy - pB,pS,vlE,sbM,vsvBN in bar,I 276 "
,NGC 4303,VIRGO,9.7,spring,8.7,12 21 54.9,+04 28 25,"Galaxy - vB,vL,vsbM*,biN,I 139 "
,NGC 4310,COLUMBA,12.2,winter,2.5,12 22 26.3,+29 12 31,"Galaxy - F,cL,lE,n of 2,II 378 "
,NGC 4312,COLUMBA,11.7,winter,4.7,12 22 31.4,+15 32 16,"Galaxy - pB,cL,E,gbM,II 628 "
,NGC 4314,COLUMBA,10.6,winter,5.6,12 22 32.0,+29 53 44,"Galaxy - cB,L,E150,sbM,* np,eBN w spir struct,I 76 "
,NGC 4331,DRACO,14.1,any,2.2,12 22 35.9,+76 10 21,"Galaxy - eF,E0,III 942 "
,NGC 4313,VIRGO,11.6,spring,4.1,12 22 38.6,+11 48 04,"Galaxy - vF,L,E135,II 63 "
,NGC 4332,DRACO,12.2,any,2.6,12 22 46.8,+65 50 37,"Galaxy - pF,S,vlE,vgbM,B bar,2 F smooth arms,II 847 "
,NGC 4317,COLUMBA,,winter,,12 22.6,+31 02,"Not Found - F,S,II 324 "
,NGC 4335,URSA MAJOR,12.4,any,2.4,12 23 01.9,+58 26 40,"Galaxy - pB,S,E,gbM,II 806 "
,NGC 4368,VIRGO,,spring,,12 23 06.6,+10 37 16,"Disk unseen object - vF,vS,III 38 "
,NGC 4326,VIRGO,13.3,spring,1.9,12 23 11.6,+06 04 19,"Galaxy - vF,S,R,bM,1 of 3,II 141 "
,NGC 4328,COLUMBA,13,winter,1.6,12 23 20.0,+15 49 13,"Galaxy - F,S,R,r,II 84 "
,NGC 4333,VIRGO,13.6,spring,1.1,12 23 22.2,+06 02 26,"Galaxy - F,pS,R,bM,2 of 3,II 142 "
,NGC 4346,CRUX,11.1,spring,3.5,12 23 27.9,+46 59 38,"Galaxy - vF,S,mE100,vsmbMBN,I 210 "
,NGC 4363,DRACO,13.5,any,2.0,12 23 28.4,+74 57 08,"Galaxy - eF,pL,iF,III 938 "
,NGC 4336,COLUMBA,12.5,winter,2.2,12 23 29.8,+19 25 36,"Galaxy - vF,pL,iR,biN?,II 406 "
,NGC 4339,VIRGO,11.3,spring,3.3,12 23 35.0,+06 04 54,"Galaxy - B,pL,R,bM,3 of 3,II 143 "
,NGC 4340,COLUMBA,11.2,winter,4.5,12 23 35.2,+16 43 21,"Galaxy - pB,S,R,psbM,II 85 "
,NGC 4344,COLUMBA,12.3,winter,2.3,12 23 37.5,+17 32 28,"Galaxy - vF,pS,R,vglbM,tri 2*,III 31 "
,NGC 4343,VIRGO,12.1,spring,2.6,12 23 38.8,+06 57 15,"Galaxy - pF,S,E,D?,III 942 "
,NGC 4342,VIRGO,12.5,spring,1.4,12 23 39.1,+07 03 14,"Galaxy - eF,vS,R,III 96 "
,NGC 4341,VIRGO,13.2,spring,1.7,12 23 53.5,+07 06 25,"Galaxy - eF,vS,R,III 95 "
,NGC 4348,VIRGO,12.5,spring,3.3,12 23 53.9,-03 26 36,"Galaxy - F,pL,E70,vlbM,II 625 "
,NGC 4350,COLUMBA,11,winter,3.3,12 23 57.8,+16 41 36,"Galaxy - cB,vS,mE,vsbM,II 86 "
,NGC 4381,CRUX,,spring,,12 23 58.9,+48 46 47,"Disk unseen object - F,S,=4357?,II 743 "
,NGC 4358,URSA MAJOR,13.4,any,1.8,12 24 02.1,+58 23 07,"Galaxy - eF,eS,lE,III 799 "
,NGC 4352,VIRGO,12.6,spring,2.3,12 24 05.0,+11 13 05,"Galaxy - cF,cS,lE,II 64 "
,NGC 4362,URSA MAJOR,14.3,any,0.8,12 24 11.3,+58 21 38,"Galaxy - vF,cS,R,r,III 800 "
,NGC 4364,URSA MAJOR,,any,,12 24 11.3,+58 21 38,"Disk unseen object - eF,eS,R,III 801 "
,NGC 4359,COLUMBA,12.7,winter,3.6,12 24 11.7,+31 31 20,"Galaxy - cF,pmE90,vlbM,III 648 "
,NGC 4356,VIRGO,13.3,spring,2.8,12 24 14.9,+08 32 16,"Galaxy - vF,III 481 "
,NGC 4365,VIRGO,9.6,spring,8.5,12 24 28.3,+07 19 03,"Galaxy - cB,pL,vlE,gl,smbM,I 30 "
,NGC 4386,DRACO,11.7,any,2.8,12 24 28.3,+75 31 44,"Galaxy - pB,cL,lE,psmbM,I 277 "
,NGC 4361,CRATER,11,spring,9.6,12 24 30.8,-18 47 05,"Planetary Nebula - vB,L,R,vsmbMN,r,I 65 "
,NGC 4369,CRUX,11.7,spring,2.9,12 24 36.2,+39 22 58,"Galaxy - cB,S,R,mbMN,r,I 166 "
,NGC 4366,VIRGO,14.3,spring,1.1,12 24 47.0,+07 21 11,"Galaxy - ,III 97 "
,NGC 4370,VIRGO,12.6,spring,1.6,12 24 55.0,+07 26 40,"Galaxy - pF,pS,lE,bM,II 144 "
,NGC 4371,VIRGO,10.8,spring,4.6,12 24 55.4,+11 42 15,"Galaxy - B,pS,R,gbM,I 22 "
,NGC 4375,COLUMBA,12.8,winter,1.8,12 25 00.4,+28 33 31,"Galaxy - F,S,R,bM,* nf 90'',II 379 "
,NGC 4384,URSA MAJOR,13,any,1.6,12 25 12.0,+54 30 22,"Galaxy - cF,S,iR,III 879 "
,NGC 4377,COLUMBA,11.9,winter,2.2,12 25 12.4,+14 45 44,"Galaxy - B,S,R,smbM,I 12 "
,NGC 4379,COLUMBA,11.7,winter,2.5,12 25 14.7,+15 36 27,"Galaxy - pS,R,psbMN,II 87 "
,NGC 4378,VIRGO,11.7,spring,4.0,12 25 18.1,+04 55 30,"Galaxy - B,S,*8,9 sf 3',I 123 "
,NGC 4376,VIRGO,13.4,spring,1.7,12 25 18.2,+05 44 29,"Galaxy - F,S,II 530 "
,NGC 4391,DRACO,12.7,any,1.6,12 25 18.8,+64 56 00,"Galaxy - cF,S,R,sbM,*** sp,III 852 "
,NGC 4392,CRUX,13.7,spring,0.9,12 25 18.8,+45 50 51,"Galaxy - cF,S,R,vgbM,III 729 "
,NGC 4389,CRUX,11.7,spring,2.9,12 25 35.4,+45 41 03,"Galaxy - pB,pL,iE,vglbM,sB narrow bar,II 749 "
,NGC 4387,VIRGO,12.1,spring,2.1,12 25 41.7,+12 48 38,"Galaxy - pF,vS,R,*13 np 90'',np of 2,II 167 "
,NGC 4388,VIRGO,11,spring,5.7,12 25 46.7,+12 39 41,"Galaxy - vF,E,sf of 2,II 168 "
,NGC 4395,CRUX,10.2,spring,17.2,12 25 48.9,+33 32 51,"Galaxy - eF,vL,np of Dneb,V 29.1 "
,NGC 4390,VIRGO,12.6,spring,2.1,12 25 50.7,+10 27 33,"Galaxy - vF,pL,R,III 39 "
,NGC 4393,COLUMBA,12.1,winter,4.4,12 25 51.6,+27 33 43,"Galaxy - vF,vL,iF,B* p,III 361 "
,NGC 4394,COLUMBA,10.9,winter,4.8,12 25 55.6,+18 12 50,"Galaxy - pB,lE,bM,II 55 "
,NGC 4401,CRUX,,spring,,12 25 57.5,+33 31 42,"Single star - vF,vL,pslbM,sf of Dneb,V 29.2 "
,NGC 4405,COLUMBA,12,winter,2.1,12 26 07.1,+16 10 52,"Galaxy - pF,S,R,vsbM,r,II 88 "
,NGC 4403,VIRGO,13,spring,2.1,12 26 12.8,-07 41 05,"Galaxy - vF,vS,E,III 755 "
,NGC 4404,VIRGO,11.2,spring,1.9,12 26 16.2,-07 40 51,"Galaxy - vF,vS,E,III 756 "
,NGC 4414,COLUMBA,10.1,winter,4.1,12 26 27.0,+31 13 23,"Galaxy - vB,L,E,g,vsmbM*,B diff N in B bulge,I 77 "
,NGC 4413,VIRGO,12.3,spring,2.7,12 26 32.2,+12 36 39,"Galaxy - cF,S,gbM,2* n,np,II 169 "
,NGC 4412,VIRGO,12.4,spring,1.9,12 26 36.1,+03 57 52,"Galaxy - F,pL,R,gbM,r,II 34 "
